DOI,Title,include
10.1080/10410236.2020.1838094,advancing visual health communication research to improve infodemic response,no
10.4018/978-1-7998-7291-7.ch031,news credibility and media literacy in the digital age,yes
NA,russian disinformation threat: comparative case study of czech and slovak approaches; [ruska dezinformacijska nevarnost: primerjalna študija čeških in slovaških pristopov],no
10.1080/15377857.2021.1939570,out-party cues and factual beliefs in an era of negative partisanship,no
10.22323/2.19070207,covid-19 in brazil: an analysis about the consumption of information on social networks,no
10.4018/978-1-7998-7291-7.ch005,fake online news: rethinking news credibility for the changing media environment,no
10.1371/journal.pone.0243704,cyberchondria in the age of covid-19,no
10.1038/s41598-020-73510-5,the covid-19 social media infodemic,no
10.1080/14797585.2021.1886420,"what should academics do about conspiracy theories? moving beyond debunking to better deal with conspiratorial movements, misinformation and post-truth",no
10.1007/s11896-019-09361-2,"intelligence, authority and blame conformity: co-witness influence is moderated by the perceived competence of the information source",no
10.1111/ajps.12535,partisan gaps in political information and information-seeking behavior: motivated reasoning or cheerleading?,no
10.1080/10410236.2020.1847437,association of covid-19 misinformation with face mask wearing and social distancing in a nationally representative us sample,no
10.1002/acp.3742,the effect of question type on resistance to misinformation about present and absent details,no
10.4018/978-1-7998-7291-7.ch002,"""ridiculous and untrue - fake news!"": the impact of labeling fake news",yes
10.1504/IJIMA.2021.114334,online influencers: healthy food or fake news,no
10.1371/journal.pone.0235971,"abortion attitudes, religious and moral beliefs, and pastoral care among protestant religious leaders in georgia",no
10.1111/1467-923X.12903,digital election observation: regulatory challenges around legal online content,no
10.1353/JKR.2020.0004,"text beyond context: power, discourse, and the chong kam nok in colonial korea",no
10.1016/j.actpsy.2019.102986,long-lasting positive effects of collaborative remembering on false assents to misleading questions,no
10.1002/acp.3669,examining the effects of memory specificity and perceptual load on susceptibility to misleading information,no
10.1177/1461444819856914,epistemologies of digital journalism and the study of misinformation,no
10.3390/soc10030071,testing children and adolescents’ ability to identify fake news: a combined design of quasi-experiment and group discussions,no
10.1016/j.socscimed.2020.113356,conspiracy theories as barriers to controlling the spread of covid-19 in the u.s.,no
10.1177/1075547020953603,framing the origins of covid-19,no
NA,the accuracy crisis of (online) journalism in turkey: unverified news reports during the 2018 presidential campaign,no
10.1080/15398285.2020.1792166,covid-19 patient education and consumer health information resources and services,no
10.37016/mr-2020-55,"right and left, partisanship predicts (asymmetric) vulnerability to misinformation",yes
10.1080/10410236.2019.1573295,seeking formula for misinformation treatment in public health crises: the effects of corrective information type and source,yes
10.1111/ssqu.12839,analysis of youths’ perspective in india on and during the pandemic of covid-19,no
10.20473/rlj.V6-I2.2020.136-145,university students' ability in evaluating fake news on social media,yes
10.3138/topia-006,"the edges of a pandemic: pseudoscience, alternative medicine, and belief in the age of covid",no
10.1027/1618-3169/a000489,anger increases susceptibility to misinformation,yes
10.1177/1354068817749777,who do you believe? political parties and conspiracy theories in pakistan,no
10.1371/journal.pone.0237144,predictive modeling for trustworthiness and other subjective text properties in online nutrition and health communication,no
10.1016/j.jarmac.2020.04.001,correcting misinformation in news stories: an investigation of correction timing and correction durability,yes
10.1002/acp.3685,reinforced self-affirmation as a method for reducing eyewitness memory conformity: an experimental examination using a modified mori technique,no
NA,online foreign news: are we capable of recognizing manipulation? the role of political competence and media literacy context,no
10.1371/journal.pone.0239826,comparing covariation among vaccine hesitancy and broader beliefs within twitter and survey data,no
10.5749/vergstudglobasia.6.1.0013,"duterte, overseas filipino workers, and the ethics of representation",no
10.37016/mr-2020-026,do the right thing: tone may not affect correction of misinformation on social media,yes
10.1037/emo0000590,creating emotional false recollections: perceptual recombination and conceptual fluency mechanisms,no
10.1080/21670811.2020.1733433,restructuring democratic infrastructures: a policy approach to the journalism crisis,no
10.1007/s42532-020-00057-0,"beyond blame: leadership, collaboration and compassion in the time of covid-19",no
10.1037/xap0000265,the synchronization of collective beliefs: from dyadic interactions to network convergence,no
10.37016/mr-2020-033,exposure to social engagement metrics increases vulnerability to misinformation,yes
10.1073/pnas.2008595117,protecting memory from misinformation: warnings modulate cortical reinstatement during memory retrieval,no
10.1016/j.isci.2020.101205,inaccurate and biased global media coverage underlies public misunderstanding of shark conservation threats and solutions,no
10.1080/23743670.2020.1816191,disrupted for life: an analysis of journalist job losses in south africa—at odds with journalism’s function in a democracy,no
10.4018/978-1-7998-4718-2.ch004,detecting fake news on social media: the case of turkey,yes
10.15503/jecs2020.1.30.41,education as a means of affirming democracy values in john dewey’s pragmatism: modern perspective,no
10.1080/00344893.2019.1661872,information in referendum campaigns: how can it be improved?,no
10.1080/10598650.2020.1720402,the critical role research and evaluation assume in the post-truth era of climate change,no
10.1080/15228959.2020.1737626,nonpartisan election information,no
10.1177/0886260517692337,advocates’ experiences with media and the impact of media on human trafficking advocacy,no
NA,"fakes, forgery, and facebook: an examination of visual literacy in the era of manipulated images, fake news, and alternative facts",no
10.37074/jalt.2020.3.1.19,communication’s rough navigations: ‘fake’ news in a time of a global crisis,no
10.1080/13504622.2020.1737647,"personal, professional, political: an exploration of science teacher identity development for teaching climate change",no
10.1371/journal.pone.0230045,"religious beliefs, social pressure, and stigma: rural women's perceptions and beliefs about vasectomy in pwani, tanzania",no
10.1080/17577632.2020.1869486,from journalistic ethics to fact-checking practices: defining the standards of content governance in the fight against disinformation,no
10.4324/9780429470509-7,commanding the trend: social media as information warfare,no
10.4324/9780429295379-15,fake news attributions as a source of nonspecific structure,no
10.1080/07036337.2020.1853122,discursive continuity and change in the time of covid-19: the case of eu cybersecurity policy,no
10.22323/2.19050202,"the landscape of disinformation on health crisis communication during the covid-19 pandemic in ukraine: hybrid warfare tactics, fake media news and review of evidence",no
10.11645/14.1.2708,the amazing library race: developing students’ media and information literacy skills through games,no
10.1386/jem_00025_1,"‘so long, and thanks for all the fish!’: urban dolphins as ecofascist fake news during covid-19",no
NA,"geographical sources in the digital world: disinformation, representation and reliability",no
10.1080/10875301.2021.1940411,social media debate position 3: social media as a credible source of information,no
10.1080/01296612.2020.1853393,battling with infodemic and disinfodemic: the quandary of journalists to report on covid-19 pandemic in pakistan,no
10.1111/1468-5973.12265,public attention to extreme weather as reflected by social media activity,no
10.1002/acp.3577,deceiving suspects about their alibi is equally harmful to the innocent and guilty,no
10.1007/978-3-030-42545-6_211,the power of digital nudge: moving towards public transportation and debunking false beliefs: a conceptual framework: an abstract,no
10.3916/C62-2020-09,unesco's media and information literacy curriculum for teachers from the perspective of structural considerations of information,no
10.37016/mr-2020-012,the relation between media consumption and misinformation at the outset of the sars-cov-2 pandemic in the us,no
10.12681/grsr.23523,the greek review of social research,no
10.37016/mr-2020-036,ambiguity in authenticity of top-level coronavirus-related domains,no
10.37016/mr-2020-016,"the anatomy of credulity and incredulity: or, a hermeneutics of misinformation",no
10.1007/978-981-15-5876-4_11,fake news and disinformation: singapore perspectives,no
10.37016/mr-2020-41,the weaponization of web archives: data craft and covid-19 publics,no
10.1016/B978-0-12-820780-2.00013-3,public acceptance of gm foods: a global perspective (1999-2019),no
10.1371/journal.pone.0221319,unexpected sawtooth artifact in beat-to-beat pulse transit time measured from patient monitor data,no
10.4324/9780429295379-14,"conspiracy beliefs: knowledge, ego defense, and social integration in the processing of fake news",no
10.1038/s41558-019-0563-0,the accuracy of german citizens’ confidence in their climate change knowledge,no
10.1007/978-3-030-39165-2_190,"fake news and the top high-tech brands: a delphi study of familiarity, vulnerability and effectiveness: an abstract",no
10.21638/spbu22.2020.203,april fools’ day news — still funny?,no
10.4337/9781789900408.00013,sources and amplifiers of climate change denial,no
10.33788/rcis.70.22,an analysis on the trust in media politics,no
10.1515/mopp-2018-0034,deliberating about climate change: the case for 'thinking and nudging',no
10.1016/j.learninstruc.2019.101215,judging scientific information: does source evaluation prevent the seductive effect of text easiness?,no
10.3758/s13421-019-00948-y,science by social media: attitudes towards climate change are mediated by perceived social consensus,no
NA,counteracting misleading protobacco youtube videos: the effects of text-based and narrative correction interventions and the role of identification,no
10.2505/4/jcst20_049_03_16,"evaluating information: the impact of major, class standing, and experience with primary literature",no
10.17645/pag.v8i1.2560,populism and political knowledge: the united states in comparative perspective,no
NA,“never let a good crisis go to waste”: strengthening eu actorness amid increased competition of external actors in the western balkans,no
10.24917/20841043.10.1.7,a war in the head. the new model of russian propaganda as a hobbesian time of the disposition of war,no
10.1080/10410236.2020.1787933,an eye tracking approach to understanding misinformation and correction strategies on social media: the mediating role of attention and credibility to reduce hpv vaccine misperceptions,no
10.1016/j.jenvp.2019.101316,cognitive complexity increases climate change belief,no
10.1108/S0065-283020200000047005,consumer health information literacy and information behavior of young adults,no
10.1093/poq/nfaa059,"ignorance is bliss? age, misinformation, and support for women's representation",no
10.37016/mr-2020-38,not just conspiracy theories: vaccine opponents and proponents add to the covid-19 ‘infodemic’ on twitter,no
10.4324/9781351235587-14,"a cognitive neuroscience perspective on political knowledge, misinformation, and memory for “facts”",no
10.11621/PIR.2020.0401,covid-19: belief in conspiracy theories and the need for quarantine,no
10.1108/978-1-83982-400-520201034,journalistic professionalism in greece: between chronic and acute crises,no
10.37016/mr-2020-48,the different forms of covid-19 misinformation and their consequences,no
10.1007/s12671-019-01184-w,becoming mindful of measurement: an experimental-experiential analogue study of state mindfulness measures,no
NA,french tweet corpus for automatic stance detection,no
10.4337/9781789900408.00015,responding to climate science denial,no
10.37016/mr-2020-47,breaking harmony square: a game that “inoculates” against political misinformation,yes
10.1007/978-981-15-5876-4_5,building digital resilience ahead of elections and beyond,no
10.17645/mac.v8i2.3219,spreading (dis)trust: covid-19 misinformation and government intervention in italy,yes
10.1007/978-981-15-5876-4_3,tools of disinformation: how fake news gets to deceive,no
10.1037/ppm0000229,how audience involvement and social norms foster vulnerability to celebrity-based dietary misinformation.,no
10.1142/9789813275447_0023,fake news after a terror attack: psychological vulnerabilities exploited by fake news creators,no
10.1080/13562517.2019.1566220,calling out ‘alternative facts’: curriculum to develop students’ capacity to engage critically with contradictory sources,no
10.1177/1052562919826613,the menace of misinformation: faculty misstatements in management education and their consequences,no
10.28945/4407,the impact on public trust of image manipulation in science,no
NA,effects of dress and speech style on credibility of co-witness and misinformation acceptance,yes
10.1177/1527476418760985,“public service” and the journalism crisis: is the bbc the answer?,no
10.5771/2192-4007-2019-4-523,susceptibility to mis- and disinformation and the effectiveness of fact-checkers: can misinformation be effectively combated?; [anfälligkeit für fehl- und desinformationen und die effektivität von faktenprüfern: können fehlinformationen wirksam bekämpft werden?],yes
10.1007/978-3-030-14362-6_9,cognitive niches: knowledge distribution and ignorance sharing,no
10.1177/1052562919846184,social class matters: rejoinder to “the menace of misinformation: faculty misstatements in management education and their consequences”,no
10.5771/2192-4007-2019-4-471,detecting misinformation in online social networks: a think-aloud study on user strategies; [erkennung von fehlinformationen in sozialen onlinenetzwerken: eine think-aloud-studie zu strategien der nutzer*innen],no
10.4018/978-1-5225-9261-7.ch009,news credibility and media literacy in the digital age,yes
10.1080/20445911.2019.1626400,need for cognition and discrepancy detection in the misinformation effect,no
10.1007/s11229-017-1536-3,toward a formal analysis of deceptive signaling,no
10.1371/journal.pone.0207383,"information-theoretic models of deception: modelling cooperation and diffusion in populations exposed to ""fake news""",no
10.31921/doxacom.n29a10,artificial intelligence and journalism: diluting the impact of disinformation and fake news through bots; [inteligencia artificial y periodismo: diluyendo el impacto de la desinformación y las noticias falsas a través de los bots],no
10.5771/2192-4007-2019-4-497,nothing's gonna change my world - or do journalistic clarifications help against rumors?; [nichts wird meine welt verändern - oder helfen journalistische richtigstellungen gegen gerüchte?],no
10.1007/s11229-017-1532-7,conspiracy theories on the basis of the evidence,no
10.1177/2053168019870351,counting the pinocchios: the effect of summary fact-checking data on perceived accuracy and favorability of politicians,no
10.1016/j.socscimed.2018.10.006,beyond fatalism: information overload as a mechanism to understand health disparities,no
NA,"(re)constructing professional journalistic practice in mexico: verificado's marketing of legitimacy, collaboration, and pop culture in fact-checking the 2018 elections",no
10.1017/S0892679419000133,some brief reflections on digital technologies and economic development,no
10.1016/j.cognition.2018.07.015,mnemonic accessibility affects statement believability: the effect of listening to others selectively practicing beliefs,no
10.1163/9789004410824_004,"the tightrope to tomorrow: reputational security, collective vision and the future of public diplomacy",no
10.22459/IREH.05.02.2019.03,'the way of the rain': towards a conceptual framework for the retrospective examination of historical american and australian 'rain follows the plow/plough' messages,no
10.1007/s12115-019-00357-6,"islamophobia, science and the advocacy concept",no
10.1016/j.jarmac.2018.07.005,refutations of equivocal claims: no evidence for an ironic effect of counterargument number,no
10.5771/2192-4007-2019-4-446,doubters are more convincing than advocates the impact of user comments and ratings on credibility perceptions of false news stories on social media; [zweifler sind überzeugender als fürsprecher der einfluss von nutzerkommentaren und ratings auf die glaubwürdigkeitswahrnehmung von falschen nachrichten-storys auf sozialen medien],yes
10.1016/j.acalib.2018.09.020,the “collage effect” – against filter bubbles: interdisciplinary approaches to combating the pitfalls of information technology,no
10.1002/acp.3531,an experimental examination of the effects of alcohol consumption and exposure to misleading postevent information on remembering a hypothetical rape scenario,no
10.1163/1871191X-14011014,"the tightrope to tomorrow: reputational security, collective vision and the future of public diplomacy",no
10.1177/0963721419847998,knowledge and distrust may go a long way in the battle with disinformation: mental processes of spontaneous disbelief,no
10.4324/9780429244469-14,towards a new literacy concept1,no
10.4324/9780203702444-14,the obligation to diversify one’s sources: against epistemic partisanship in the consumption of news media,no
10.1017/9781108594196.013,darwin or design?: examining sayyid ahmad khan’s views on human evolution,no
10.1098/rsos.180593,does truth matter to voters? the effects of correcting political misinformation in an australian sample,yes
10.31620/JCCC.12.19/07,a critical education for 21st century: a study on youth and media literacy,no
10.1016/j.jarmac.2019.06.001,does retrieval enhance suggestibility because it increases perceived credibility of the postevent information?,no
10.1093/joc/jqz014,the potential for narrative correctives to combat misinformation,no
10.1177/2167702619859335,lateral eye movements do not increase false-memory rates: a failed direct-replication study,no
10.1002/acp.3561,alcohol intoxication impairs eyewitness memory and increases suggestibility: two field studies,no
10.1016/j.techsoc.2018.09.003,framework for efficient utilisation of social media in pakistan's healthcare sector,no
10.1163/9789004397965_009,sociology of religion in contexts: institutional constraints and personal beliefs,no
10.1093/oso/9780190844073.003.0031,conspiracy theories for journalists: covering dubious ideas in real time,no
10.1007/978-3-319-90826-7_11,fractured knowledge: “fake news”,no
10.1080/10584609.2015.1102187,belief echoes: the persistent effects of corrected misinformation,no
10.1093/oxfordhb/9780190497620.013.37,countering false beliefs: an analysis of the evidence and recommendations of best practices for the retraction and correction of scientific misinformation,no
10.1353/isl.2016.0024,the mad muslim mob: de/mythologising shi'i iran in v. s. naipaul's 'islamic' travelogues,no
10.1080/09658211.2015.1102287,cortisol response and psychological distress predict susceptibility to false memories for a trauma film,no
10.1177/0956797617714579,debunking: a meta-analysis of the psychological efficacy of messages countering misinformation,no
10.1017/S0007123415000186,rumors and health care reform: experiments in political misinformation,no
NA,"committing sociology in an age of “fake news”: mass media, twitter, and the struggle for knowledge in the public sphere",no
10.3102/0002831216679817,educating for democracy in a partisan age: confronting the challenges of motivated reasoning and misinformation,no
10.1080/00228958.2016.1223995,nurturing democratic citizenship through human conversation,no
10.1111/pops.12394,the nature and origins of misperceptions: understanding false and unsupported beliefs about politics,no
10.1080/03637751.2018.1467564,how to unring the bell: a meta-analytic approach to correction of misinformation,no
10.1111/fare.12235,confronting myths about sexual assault: a feminist analysis of the false report literature,no
10.1016/j.futures.2016.03.002,genetically modified organisms and the age of (un) reason? a critical examination of the rhetoric in the gmo public policy debates in ghana,no
10.1017/err.2018.12,how to counter fake news? a taxonomy of anti-fake news approaches,no
10.1037/cns0000137,the effects of exposure to differing amounts of misinformation and source credibility perception on source monitoring and memory accuracy,no
10.1002/acp.3352,from eyewitness to academic contexts: examining the effect of misinformation in first and second languages,no
10.1111/pops.12449,"fighting the past: perceptions of control, historical misperceptions, and corrective information in the israeli-palestinian conflict",no
10.1371/journal.pone.0163156,nationwide survey of knowledge and health beliefs regarding human papillomavirus among hpv-vaccinated female students in malaysia,no
10.7203/metode.8.10005,"how connected are the major forms of irrationality?: an analysis of pseudoscience, science denial, fact resistance and alternative facts",no
10.1007/978-3-658-19925-8_7,critical thinking in higher education: how to foster it using digital media,no
10.1093/oso/9780190844073.003.0017,conspiracy rumor psychology,no
10.1080/02691728.2018.1440022,systematic epistemic rights violations in the media: a brexit case study,no
10.1371/journal.pone.0173606,self-delivered misinformation - merging the choice blindness and misinformation effect paradigms,no
10.1002/acp.3309,developmental reversals in report conformity: psycho-legal implications,no
10.1017/XPS.2015.21,classified or coverup? the effect of redactions on conspiracy theory beliefs,no
10.1371/journal.pone.0181640,misinformation lingers in memory: failure of three pro-vaccination strategies,no
10.1080/17512786.2016.1245110,the social reporter in action: an analysis of the practice and discourse of andy carvin,no
10.1080/09500693.2016.1195520,rationalising for and against a policy of school-led careers guidance in stem in the u.k.: a teacher perspective,no
10.1007/978-3-319-70703-7_1,"â€œweâ€™re not refugees, weâ€™ll stay here until we die!â€â€”climate change adaptation and migration experiences gathered from the tulun and nissan atolls of bougainville, papua new guinea",no
NA,danse macabre spinning faster,no
10.11645/11.1.2188,information literacy is a subversive activity: developing a research-based theory of information discernment,no
10.1080/1461670X.2016.1196602,boundaries not drawn: mapping the institutional roots of the global fact-checking movement,no
NA,the hole in the sheet and other myths about sexuality and judaism,no
10.1002/acp.3291,the use of recollection rejection in the misinformation paradigm,no
10.3758/s13421-016-0597-8,how social interactions affect emotional memory accuracy: evidence from collaborative retrieval and social contagion paradigms,no
10.1037/cns0000148,"""false memory"" is a linguistic convenience",no
10.1111/jsr.12436,sleep deprivation increases formation of false memory,no
10.1002/acp.3183,the persistence of erroneous information in memory: the effect of valence on the acceptance of corrected information,no
10.1177/0002764217717565,network structure of an aids-denialist online community: identifying core members and the risk group,no
10.15244/pjoes/77049,logistics of the electronic waste sampling procedure: the influence of granularity on determination of copper content in pcbs,no
10.1002/acp.3320,the confident co-witness: the effects of misinformation on memory after collaborative discussion,no
10.1007/s10803-018-3505-1,allied health professionals’ knowledge and use of asd intervention practices,no
NA,fake news or disinformation 2.0? some insights into romanians' digital behaviour,no
NA,the role of the public library in rebuilding the truth; [o papel da biblioteca pública na reconstrução da verdade]; [el papel de la biblioteca pública en la reconstrucción de la verdad],no
10.1016/j.concog.2017.02.017,social influence and mental routes to the production of authentic false memories and inauthentic false memories,no
10.3389/fpsyg.2018.01496,"exposing an ""intangible"" cognitive skill among collegiate football players: ii. enhanced response impulse control",no
10.4324/9781315142326,the origins of trump’s “alternative reality”: a brief history of the breitbart effect,no
10.1017/iop.2016.18,time to change the bathwater: correcting misconceptions about performance ratings,no
10.1080/21689725.2017.1349618,the new voice of america: countering foreign propaganda and disinformation act,no
10.1017/S0007123415000253,a war of (mis)information: the political effects of rumors and rumor rebuttals in an authoritarian country,no
10.1093/joc/jqx022,the paradox of the paradigm: an important gap in media effects research,no
10.1080/14461242.2017.1383856,"self-responsibility, fatality, and heroism: a discourse analysis of ovarian cancer in women’s magazines",no
10.1098/rsos.160802,processing political misinformation: comprehending the trump phenomenon,no
10.1590/1807-57622016.0254,users’ perceptions on social impact of the colaboration project of the more doctors program: a case study; [percepções de usuários sobre o impacto social do projeto de cooperação do programa mais médicos: um estudo de caso]; [percepciones de usuarios sobre el impacto social del proyecto de cooperación del programa más médicos: un estudio de caso],no
10.1080/09658211.2015.1117641,why misinformation is reported: evidence from a warning and a source-monitoring task,no
10.1080/09658211.2016.1237653,do emotional stimuli enhance or impede recall relative to neutral stimuli? an investigation of two “false memory” tasks,no
NA,unfamiliar concepts as an obstacle for critical thinking in public discussions regarding women’s rights issues in latvia. reflective thinking in the ‘fake news’ era; [des concepts inhabituels en tant qu’obstacle à la pensée critique dans les débats publics au sujet du problème des droits des femmes en lettonie. la pensée réflexive dans l’ère des informations fallacieuses (fake news)],no
10.1007/978-3-319-24148-7_56,baby and me: single mothers by choice and the artificial reproductive technology marketplace,no
10.22055/rals.2017.12610,orientalism beyond belief: critiquing the problematics of v. s. naipaul's islamic excursion,no
10.1177/1075547018793427,communication ecologies: analyzing adoption of false beliefs in an information-rich environment,no
10.1080/10410236.2017.1331308,ending as intended: the educational effects of an epilogue to a tv show episode about bipolar disorder,no
10.21464/sp33211,truth and politics in the age of digital media; [istina i politika u doba digitalnih medija]; [vérité et politique à l’ère des médias numériques]; [wahrheit und politik im zeitalter digitaler medien],no
10.1093/poq/nfw043,misinformation and motivated reasoning: responses to economic news in a politicized environment,no
10.31620/JCCC.12.18/06,"social media, dietetic practice and misinformation: a triangulation research",no
10.1007/s11896-015-9178-1,"misremembering events: emotional valence, psychopathic traits, and the misinformation effect",no
10.1080/07393148.2015.1125119,manipulating citizens: how political campaigns’ use of behavioral social science harms democracy,no
10.1523/JNEUROSCI.4720-13.2014,brain substrates of recovery from misleading influence,no
10.1108/JME-05-2015-0014,the perils of arab american adolescents post 9/11,no
10.1007/s11077-013-9187-9,scientific opinion in policymaking: the case of climate change adaptation,no
NA,individual differences associated with the repeated endorsement of post-event misinformation,no
10.1007/s11213-009-9146-8,"migration, ethnicity and privilege: an exploration of representation and accountability",no
10.5964/ejop.v7i3.147,role of arousal states in susceptibility to accept misinformation,yes
10.4467/20834624SL.15.001.4890,vigilance mechanisms in interpretation: hermeneutical vigilance,no
10.3758/CABN.10.3.339,"comparison of neural activity that leads to true memories, false memories, and forgetting: an fmri study of the misinformation effect",no
10.1002/acp.1694,trace-strength and source-monitoring accounts of accuracy and metacognitive resolution in the misinformation paradigm,no
10.1016/j.socscimed.2012.04.011,contextualization of hiv and hpv risk and prevention among pacific islander young adults in southern california,no
10.1080/15381501.2012.737213,reaching haitian americans living with hiv/aids: met and unmet health care needs,no
10.1111/jcom.12159,the power of a picture: overcoming scientific misinformation by communicating weight-of-evidence information with visual exemplars,yes
NA,positive pychology: zeigeist (or spirit of the times) or ignorance (or disinformation) of history?,no
10.1016/j.actpsy.2010.10.009,relative - not absolute - judgments of credibility affect susceptibility to misinformation conveyed during discussion,no
10.1007/s11109-010-9112-2,when corrections fail: the persistence of political misperceptions,yes
10.1002/acp.3157,choose your words wisely: what verbal hesitation indicates about eyewitness accuracy,no
10.1007/s11229-011-9992-7,"the information effect: constructive memory, testimony, and epistemic luck",no
10.18848/2324-755x/cgp/v08i03/53364,the effect of immediate forced false responses on delayed recognition memory accuracy and confidence ratings,no
10.1080/09658211.2013.864313,examining the positive effects of rapport building: when and why does rapport building benefit adult eyewitness memory?,no
10.1080/00918360903005295,the last book-burning trial of the twentieth century: the såtlström dissertation and the challenge of homophobic authority,no
10.1177/0265378815595241,intercultural generosity in christian perspective: the ‘west’ and africa,no
10.1111/jcom.12163,exposure to health (mis)information: lagged effects on young adults' health behaviors and potential pathways,no
10.1111/ajps.12162,the effect of fact-checking on elites: a field experiment on u.s. state legislators,no
10.1037/cep0000014,will your words become mine? underlying processes and cowitness intimacy in the memory conformity paradigm.,no
10.1002/acp.1789,a comfortable witness is a good witness: rapport-building and susceptibility to misinformation in an investigative mock-crime interview,no
10.1017/XPS.2014.22,displacing misinformation about events: an experimental test of causal corrections,no
NA,"historical fabrications on the internet: recognition, evaluation, and use in bibliographic instruction",no
10.1002/acp.2845,improving the accuracy of eyewitnesses in the presence of misinformation with the plurality option,no
10.1145/2063576.2064036,information diffusion in social networks: observing and affecting what society cares about,no
10.1017/epi.2013.43,trustworthiness and truth: the epistemic pitfalls of internet accountability,no
10.1093/poq/nft080,public misunderstanding of political facts: how question wording affected estimates of partisan differences in birtherism,no
10.1111/j.1467-9221.2009.00735.x,information distortion and voting choices: the origins and effects of factual beliefs in initiative elections,no
10.1016/j.paid.2010.06.005,the psychology of interrogative suggestibility: a vulnerability during interview,no
10.1002/acp.1637,treat and trick: a new way to increase false memory,no
10.2202/1540-8884.1354,"why the ""death panel"" myth wouldn't die: misinformation in the health care reform debate",no
10.1016/j.nlm.2013.09.008,encoding negative events under stress: high subjective arousal is related to accurate emotional memory despite misinformation exposure,no
10.1080/09658211.2013.779381,adaptive constructive processes and memory accuracy: consequences of counterfactual simulations in young and older adults,no
10.1177/1529100612451018,misinformation and its correction: continued influence and successful debiasing,no
NA,"meaning, purpose, and cause in the law of deception",no
10.1080/01442872.2014.886679,shock and awe: the effects of disinformation in military confrontation,no
10.1177/0956797610366082,truth is at hand: how gesture adds information during investigative interviews,no
10.3758/s13421-013-0358-x,do people keep believing because they want to? preexisting attitudes and the continued influence of misinformation,yes
10.1111/jcom.12167,correction of overstatement and omission in direct-to-consumer prescription drug advertising,no
NA,"describing or distorting the ""turk""?: the relazioni of the venetian ambassadors in constantinople as historical source",no
10.1007/s11109-014-9287-z,do i think bls data are bs? the consequences of conspiracy theories,no
10.2478/ppb-2013-0009,promoting eyewitness testimony quality: warning vs. reinforced self-affi rmation as methods of reduction of the misinformation effect,no
10.1111/j.1467-9221.2012.00935.x,beliefs don't always persevere: how political figures are punished when positive information about them is discredited,no
10.1080/02684527.2011.604203,special tasks and sacred secrets on soviet atomic espionage,no
10.1016/B978-0-08-097086-8.51016-2,"reconstructive memory, psychology of",no
10.1016/j.actpsy.2014.06.006,confidence-accuracy resolution in the misinformation paradigm is influenced by the availability of source cues,yes
NA,a social diffusion model of misinformation and disinformation for understanding human information behaviour,no
10.1080/02699931.2014.887000,prime time news: the influence of primed positive and negative emotion on susceptibility to false memories,no
10.1007/978-94-007-6527-6_29,"life, drugs, and the making of meaning",no
10.1177/1350508411416401,"the organization of santa: fetishism, ambivalence and narcissism",no
10.1177/0142723715609229,the effects of source unreliability on prior and future word learning,no
10.1179/2051618514Y.0000000006,fire-and-water knapping: origins of a lithic folk tale,no
10.1146/annurev.psych.093008.100455,a bridge over troubled water: reconsolidation as a link between cognitive and neuroscientific memory research traditions,no
10.1037/a0021204,paradoxical effects of testing: retrieval enhances both accurate recall and suggestibility in eyewitnesses,no
10.1002/etc.2817,european chemicals agency dossier submissions as an experimental data source: refinement of a fish toxicity model for predicting acute lc50 values,no
10.1016/j.socscimed.2014.02.035,attitudes toward vaccination and the h1n1 vaccine: poor people's unfounded fears or legitimate concerns of the elite?,no
10.1016/j.actpsy.2011.12.004,"repetition, not number of sources, increases both susceptibility to misinformation and confidence in the accuracy of eyewitnesses",no
10.1371/journal.pone.0134739,"blame conformity: innocent bystanders can be blamed for a crime as a result of misinformation from a young, but not elderly, adult co-witness",no
10.1017/CBO9780511676345.008,evolution and creationism in the islamic world,no
10.1016/j.cogdev.2013.01.012,effects of mothers' conversation style and receipt of misinformation on children's event reports,no
10.1002/acp.1595,memory distrust and acceptance of misinformation,no
10.1177/194008291200500204,misinformation and omission in science journalism,no
10.1002/acp.3024,partner characteristics and social contagion: does group composition matter?,no
10.1080/01402390.2010.498262,cover for thor: divine deception planning for cold war missiles,no
10.1177/2158244014547875,developing a global cancer stigma index,no
NA,grammatical errors in spoken english of university students in oral communication course,no
10.1002/acp.1652,"adult credibility assessments of misinformed, deceptive and truthful children",no
10.1016/j.actpsy.2013.11.007,disowned recollections: denying true experiences undermines belief in occurrence but not judgments of remembering,no
10.1080/20445911.2013.769440,the effect of mood on confidence in false memories,no
10.1016/j.actpsy.2009.08.004,the effects of conformity on recognition judgements for emotional stimuli,no
10.1016/j.cognition.2010.08.014,reduction of the misinformation effect by arousal induced after learning,no
10.1037/xge0000127,the malleability of developmental trends in neutral and negative memory illusions,no
10.1016/B978-0-08-097086-8.51033-2,eyewitness testimony,no
10.1080/2154896X.2015.1040257,overcoming challenges to communicating antarctic climate science,no
10.1111/jcom.12164,"emotions, partisanship, and misperceptions: how anger and anxiety moderate the effect of partisan bias on susceptibility to political misinformation",yes
10.1016/j.cognition.2012.07.009,undoing suggestive influence on memory: the reversibility of the eyewitness misinformation effect,no
10.1002/acp.2953,the effect of different types of leading questions on adult eyewitnesses with mild intellectual disabilities,no
