DOI,Title,include
10.1007/978-3-031-34111-3_36,mining the discussion of monkeypox misinformation on twitter using roberta,No
10.1080/1461670X.2023.2187652,can fighting misinformation have a negative spillover effect? how warnings for the threat of misinformation can decrease general news credibility,No
10.1080/17512786.2023.2183235,strategies for the minimisation of misinformation spread through the local media environment,No
10.17645/mac.v11i2.6628,"pre‐truth: fake news, semiological guerrilla warfare, and some other media and communication “revolutions”",No
10.1080/21670811.2023.2180404,uninformed and misinformed: advancing a theoretical model for social media news use and political knowledge,No
10.1108/GKMC-08-2022-0190,an exploration of perceptions and use of misinformation on the social web in oman,No
10.1037/xge0001381,truth sensitivity and partisan bias in responses to misinformation,No
10.1080/20445911.2023.2241699,the influence of involvement and emotional valence on accuracy judgments and sharing intention of fake news,Yes
10.17645/mac.v11i1.6098,how politicians’ attacks on science communication influence public perceptions of journalists and scientists,No
10.3389/fnins.2022.1037659,effect of doctor–patient news-induced moral judgments on pain empathy for doctors and patients in china,No
10.1007/978-3-031-08608-3_6,"postpandemic technopolitical democracy: algorithmic nations, data sovereignty, digital rights, and data cooperatives",No
10.1037/xap0000394,warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: the critical importance of timing,No
10.47989/irisic2221,"‘confused, scared, hopeless, unsure.’ teens looking for information about covid-19",No
10.1007/s11191-021-00306-y,socioscientific issues thinking and action in the midst of science-in-the-making,No
10.1080/03623319.2020.1728508,"partisan online media use, political misinformation, and attitudes toward partisan issues",No
10.1371/journal.pone.0275534,promoting engagement with quality communication in social media,No
10.1080/17512786.2022.2153075,"truth on demand: influences on how journalists in italy, spain, and bulgaria responded to covid-19 misinformation and disinformation",No
10.1080/09612025.2022.2147915,"a tale of two feminisms: gender critical feminism, trans inclusive feminism and the case of kathleen stock",No
10.1007/978-3-031-20364-0_30,eu4all: for a strategic communication on the democratic values highlighted by the european parliament to groups vulnerable to information,No
NA,communicating medical content now and then: fact or fiction?,No
10.1080/10410236.2022.2027640,moralization of e-cigarette use and regulation: a mixed-method computational analysis of opinion polarization,No
10.1093/joc/jqac031,populist attitudes and politicians' disinformation accusations: effects on perceptions of media and politicians,No
10.1038/s41598-022-22014-5,conspiratorial thinking as a precursor to opposition to covid-19 vaccination in the us: a multi-year study from 2018 to 2021,No
10.1080/15456870.2021.2021910,initial development and testing of a measure of credibility of mobile health apps: a clinical study among women seeking prenatal care,No
10.1093/joc/jqac023,"what should i believe? a conjoint analysis of the influence of message characteristics on belief in, perceived credibility of, and intent to share political posts",No
10.1371/journal.pone.0278554,"when peppa pig and confucius meet, joining forces on the battlefield of health literacy–a qualitative analysis of covid-19 educational materials for children and adolescents from china, the usa, and europe",No
10.1371/journal.pone.0279929,an equitable vaccine delivery system: lessons from the covid-19 vaccine rollout in canada,No
10.1016/j.pubrev.2022.102251,narrative counters: understanding the efficacy of narratives in combating anecdote-based vaccine misinformation,No
10.1177/19401612211031457,"knowledge and the news: an investigation of the relation between news use, news avoidance, and the presence of (mis)beliefs",No
10.1007/s44204-022-00042-2,"people, posts, and platforms: reducing the spread of online toxicity by contextualizing content and setting norms",No
10.1080/01900692.2021.2004605,trust in government during covid-19 pandemic in bangladesh: an analysis of social media users’ perception of misinformation and knowledge about government measures,No
10.1038/s41598-022-09656-1,in.to. covid-19 socio-epidemiological co-causality,No
10.1177/00027162231174320,social media data for firearms research: promise and perils,No
10.1016/j.socscimed.2022.115497,when the influencer says jump! how influencer signaling affects engagement with covid-19 misinformation,No
10.3389/fpsyg.2022.903506,motivators and barriers to covid-19 vaccination of healthcare workers in latvia,No
10.1080/14681811.2022.2028614,using tiktok to teach about abortion: combatting stigma and miseducation in the united states and beyond,No
10.1038/s41598-022-15769-4,a continuous time meta-analysis of the relationship between conspiracy beliefs and individual preventive behavior during the covid-19 pandemic,No
10.1080/17512786.2021.1908839,"reporting conflict from afar: journalists, social media, communication technologies, and war",No
10.1371/journal.pone.0276790,"social distancing, community stigma, and implications for psychological distress in the aftermath of ebola virus disease",No
10.1016/j.socscimed.2022.115522,increased belief in vaccination conspiracy theories predicts increases in vaccination hesitancy and powerlessness: results from a longitudinal study,No
10.1177/13591053211037730,the role of behavioural immune system and belief in covid-19 misinformation on covid-19 protective behaviours in indonesia,No
10.1002/jip.1604,drawing conclusions: instructing witnesses to draw what happened to them,No
10.1080/17419166.2022.2111305,"secondhand conspiracy theories: the social, emotional and political tolls on loved ones of qanon followers",No
10.1080/0092623X.2022.2065392,“don’t just randomly grab someone’s neck during intercourse!” an analysis of internet articles about choking/strangulation during sex,No
10.1093/ia/iiac053,the 2020 belarusian presidential election and conspiracy theories in the russo-ukrainian conflict,No
10.1558/jasr.22810,"selling (con)spirituality and covid-19 in australia: convictions, complexity and countering dis/misinformation",No
10.3389/fpsyg.2022.797904,"noise, fake news, and tenacious bayesians",No
10.1108/IJPL-08-2021-0048,the massive spreads and fatalities of covid-19 pandemic in the usa: symptoms of leadership failure,No
10.11591/ijere.v11i2.22339,instrument evaluation of conspiracy theory about covid-19: exploratory factor analysis and confirmatory factor analysis,No
10.1177/01914537221089363,‘lost in the marketplace of ideas: towards a new constitution for free speech after trump and twitter?’,No
10.1177/14614448211063185,double lockdown: the effects of digital exclusion on undocumented immigrants during the covid-19 pandemic,No
10.1016/j.socscimed.2022.115112,sociopolitical and psychological correlates of covid-19 vaccine hesitancy in the united states during summer 2021,No
10.1016/j.paid.2022.111522,believing in nothing and believing in everything: the underlying cognitive paradox of anti-covid-19 vaccine attitudes,No
10.1177/14648849211060628,beyond verification: flesh witnessing and the significance of embodiment in conflict news,No
10.1371/journal.pone.0268133,"corona was scary, lockdown was worse: a mixed-methods study of community perceptions on covid-19 from urban informal settlements of mumbai",No
10.1093/ct/qtab011,an empirical procedure to evaluate misinformation rejection and deception in mediated communication contexts,No
10.1177/09717218211003413,"anti-science misinformation and conspiracies: covid–19, post-truth, and science & technology studies (sts)",No
NA,academic librarians’ activities in creating social-media authority in three selected nigerian university libraries,No
10.1177/09670106221101725,"cybersecurity, race, and the politics of truth",No
10.1371/journal.pone.0266397,covid-19 vaccination readiness among multiple racial and ethnic groups in the san francisco bay area: a qualitative analysis,No
10.3390/philosophies7030054,"different roles for multiple perspectives and rigorous testing in scientific theories and models: towards more open, context-appropriate verificationism",No
10.1177/09610006211016519,"information and information resources in covid-19: awareness, control, and prevention",No
10.1002/jcpy.1290,how misinformation taints our belief system: a focus on belief updating and relational reasoning,No
10.3389/fpsyg.2022.936917,"the mediating roles of attitude toward covid-19 vaccination, trust in science and trust in government in the relationship between anti-vaccine conspiracy beliefs and vaccination intention",No
10.3758/s13421-021-01232-8,the role of discomfort in the continued influence effect of misinformation,No
10.1093/pnasnexus/pgac137,the advantage of the right in social media news sharing,No
10.1371/journal.pone.0269606,understanding determinants of vaccine hesitancy and acceptance in india: a qualitative study of government officials and civil society stakeholders,No
10.1111/1468-5922.12807,observations on psychic vulnerability to media dissemination of false political-ideological messages (fake news),No
10.1038/s41586-022-04805-y,c,No
10.3389/fpsyg.2022.983681,would you believe an intoxicated witness? the impact of witness alcohol intoxication status on credibility judgments and suggestibility,No
10.1016/j.tbs.2022.03.005,misinformation and misperception in the market for parking,No
10.3390/journalmedia3010005,fake news explosion in portugal and brazil the pandemic and journalists’ testimonies on disinformation,No
10.5860/crl.83.5.765,"information literacy, diversity, and one-shot “pedagogies of the practical”",No
10.3390/journalmedia3010014,gatekeepers as safekeepers—mapping audiences’ attitudes towards news media’s editorial oversight functions during the covid-19 crisis,No
10.3390/journalmedia3010001,verification systems and programs in regional television stations that are members of the circom network,No
10.1016/j.tranpol.2022.04.011,"the deceitful connected and autonomous vehicle: defining the concept, contextualising its dimensions and proposing mitigation policies",No
10.1002/acp.3988,"children's memory and suggestibility years later: age, distress, and attachment",No
10.1017/err.2021.48,governing fake news: the regulation of social media and the right to freedom of expression in the era of emergency,No
10.1371/journal.pone.0266602,the new normal: covid-19 risk perceptions and support for continuing restrictions past vaccinations,No
10.1177/1464884920924527,‘we are a neeeew generation’: early adolescents’ views on news and news literacy,No
10.1371/journal.pone.0274323,"covid-19 related stigma, empathy and intention for testing in jordan",No
10.1093/jcmc/zmac008,the detection of political deepfakes,No
10.1371/journal.pone.0268270,a potential mechanism for low tolerance feedback loops in social media flagging systems,No
10.1016/j.jksus.2021.101805,a novel pixel's fractional mean-based image enhancement algorithm for better image splicing detection,No
10.3389/fpos.2022.648061,racialized pandemic: the effect of racial attitudes on covid-19 conspiracy theory beliefs,No
NA,disinformation as a widespread problem and vulnerability factors toward it: evidence from a quasi-experimental survey in spain,No
10.1080/15398285.2022.2056370,covid-19 information needs and information-seeking behavior of cardiovascular patients: a qualitative study,No
10.1080/02691728.2022.2052994,climate change and culpable ignorance: the case of pseudoscience,No
NA,the search for agreement on logical fallacy annotation of an infodemic,No
10.37016/mr-2020-90,hide and seek: the connection between false beliefs and perceptions of government transparency,No
10.1016/B978-0-323-90570-1.00009-7,lying trolls: detecting deception and text-based disinformation using machine learning,No
10.1080/01292986.2021.2023594,hiding in the echo chamber: fact-checking failures and individual tactics of accuracy determination on whatsapp in india,No
10.1177/09610006221142032,"information literacy, well-being, and rural older adults in a pandemic",No
10.1093/poq/nfac034,factual corrections eliminate false beliefs about covid-19 vaccines,No
NA,telling a lie: analyzing the language of information and misinformation during global health events,No
NA,‘we cannot trust everything on social media’ — personal experiences and social media literacy skills in fighting fake news during covid-19,No
NA,sharing truths about the self: theorizing news reposting on social media,No
10.48009/2_iis_2022_105,analytics and visualization of detecting fake news contents accuracy,No
10.1080/10584609.2022.2123580,issue importance and the correction of misinformation,No
10.1037/h0101868,providing eyewitness confidence judgments during versus after eyewitness interviews does not affect the confidence–accuracy relationship,No
10.1177/02666669221144622,impact of health-related internet use on disease management behavior of chronic patients: mediating role of perceived credibility of online information,No
10.1017/S0007123420000198,political knowledge and misinformation in the era of social media: evidence from the 2015 uk election,No
NA,"twitter and endorsed (fake) news: the influence of endorsement by strong ties, celebrities, and a user majority on credibility of fake news during the covid-19 pandemic",No
NA,"how ""loco"" is the loco corpus? annotating the language of conspiracy theories",No
10.1007/978-3-030-99987-2_9,disinformation analysis and citizen activism in the “post-truth” era: the case of debunkeu.org,No
10.1080/27703371.2022.2076003,silencing queerness–community and family relationships with young ethnic queers in aotearoa new zealand,No
10.1177/00332941221144606,"workplace deceptions during the pandemic: differences in conspiracy beliefs, psychological functioning, and covid-19 experiences",No
10.1017/can.2021.29,"algorithms, manipulation, and democracy",No
10.37016/mr-2020-96,partisan reasoning in a high stakes environment: assessing partisan informational gaps on covid-19,No
10.1007/s12144-022-03625-7,coping styles mediating the relationship between perceived chronic stress and conspiracy beliefs about covid-19,No
10.1007/978-3-031-11976-7_24,digital media literacy with sati (mindfulness): the combining approach underlying the thai contexts,No
10.4324/9781003154730-30,misinformation effect,No
10.1080/1369118X.2022.2027501,cloaked science: the yan reports,No
10.1080/23279095.2022.2096453,age and neurocognition are associated with credibility evaluations of health websites,No
10.20911/21768757v54n3p703/2022,pope francis and the challenge of ecclesial introversion: where is he coming from? where is he going?,No
10.1016/j.jecp.2021.105274,a focus on accuracy in misinformed mothers puts young children at risk for false memories,No
10.1386/jams_00087_1,"conspiracy theories, misinformation, disinformation and the coronavirus: a burgeoning of post-truth in the social media",No
10.37016/mr-2020-102,audio misinformation on whatsapp: a case study from lebanon,No
NA,from believing to sharing: examining the effects of partisan media’s correction of covid-19 vaccine misinformation,No
10.37016/mr-2020-87,research note: fighting misinformation or fighting for information?,No
10.1080/10811680.2022.2154071,emerging transparency systems for news governance to protect media independence and credibility in the digital infosphere,No
NA,a first attempt at unreliable news detection in swedish,No
10.1037/stl0000332,where do neuromyths come from? sources and strength of psychological misconceptions,No
NA,"seeing and believing pro-trump fake news: the interacting roles of online news sources, partisanship, and education",No
10.17576/JKMJC-2022-3802-16,disseminating information through social media during covid-19 pandemic among university students,No
10.37016/mr-2020-103,legislator criticism of a candidate’s conspiracy beliefs reduces support for the conspiracy but not the candidate: evidence from marjorie taylor greene and qanon,No
10.1163/15691330-bja10069,"what happened to ethiopian youth during the covid-19 pandemic? evolved risk beliefs, contributing factors, and lessons from the global south",No
10.29038/eejpl.2022.9.2.isa,the psycholinguistics of propaganda: mechanisms of subjugation and how to challenge them; [психолінгвістика пропаганди: механізми підпорядкування і як їм протистояти.],No
10.17323/JLE.2021.13371,the language of russian fake stories: a corpus-based study of the topical change in the viral disinformation,No
10.1080/02635143.2020.1776243,a method and framework for video-based pedagogy analysis,No
10.1002/9781119743347.ch14,"rumoring, disinformation, and contentious politics in the digital age: the case of china and beyond",No
10.1016/j.jarmac.2021.08.001,double misinformation: effects on eyewitness remembering,No
10.1016/j.pubrev.2021.102105,examining characteristics of prebunking strategies to overcome pr disinformation attacks,No
10.1177/00953997211009897,administrative neutrality in the wake of trumpism,No
10.1080/09658211.2021.1917618,resisting misinformation via discrepancy detection: effects of an unaware suspicion cue,No
10.1038/s41598-021-01487-w,dynamics of online hate and misinformation,No
10.3758/s13421-021-01255-1,are witnesses able to avoid highly accessible misinformation? examining the efficacy of different warnings for high and low accessibility postevent misinformation,No
10.1002/9781119743347.ch4,do you believe in fake after all? whatsapp disinformation campaign during the brazilian 2018 presidential election,No
10.1177/00027642211003156,cascading crises: society in the age of covid-19,No
10.1080/23251042.2021.1973656,‘scientists don’t care about truth anymore’: the climate crisis and rejection of science in canada’s oil country,No
10.1016/j.heliyon.2021.e08132,reactions to the media coverage during the first wave of covid-19 in bangladesh,No
10.1002/9781119743347.ch13,understanding which factors promote exposure to online disinformation,No
10.1002/acp.3883,can clarifying instructions mitigate the effects of multifaceted questions on susceptibility to suggestion?,No
10.1111/ajps.12616,american politics in two dimensions: partisan and ideological identities versus anti-establishment orientations,No
10.3390/journalmedia2040037,football misinformation matrix: a comparative study of 2020 winter transfer news in four european sports media outlets,No
10.1007/978-3-030-84989-4_9,nazi broadcasts to a neutral country: disseminating fear in portugal during the second world war,No
10.1007/978-3-030-77131-7_4,african american mental health: challenges and opportunities,No
10.3389/fpsyg.2021.666707,mediators and moderators of reinforced self-affirmation as a method for reducing the memory misinformation effect,No
10.1038/s41598-021-95514-5,detection of fake-video uploaders on social media using naive bayesian model with social cues,No
10.1080/10357718.2021.1985964,foreign interference and australian electoral security in the digital era,No
10.1139/FACETS-2021-0062,the right to burn: barriers and opportunities for indigenous-led fire stewardship in canada,No
NA,extremist exploitation of the context created by covid-19 and the implications for australian security,No
10.1007/s10612-020-09514-4,anatomy of moral panic: the “list of 88” and runaway constructionism,No
10.1386/jammr_00032_1,digital communication and ramadan at the time of covid-19,No
10.1126/sciadv.abn0481,how do you solve a problem like misinformation?,No
10.3390/soc11040133,libraries fight disinformation: an analysis of online practices to help users’ generations in spotting fake news,No
10.1080/09658211.2020.1862234,the messy landscape of eye movements and false memories,No
10.1007/978-3-030-91017-4_15,combatting conspiratorial thinking with controlled argumentation dialogue environments,No
10.1080/01292986.2021.2007274,examining the indonesian government’s social media use for disaster risk communication,No
10.1002/9781119743347.ch6,ideology and disinformation: how false news stories contributed to brexit,No
10.1177/1532673X211041570,reliable sources? correcting misinformation in polarized media environments,No
10.1080/00221309.2020.1860889,can suggestions of non-occurrence lead to claims that witnessed events did not happen?,No
NA,the science of witness memory: implications for practice and procedure in international arbitration,No
10.1177/1363459320912817,"news media stories about cancer on facebook: how does story framing influence response framing, tone and attributions of responsibility?",No
10.1111/asap.12276,"political homophily, bifurcated social reality, and perceived legitimacy of the 2020 us presidential election results: a four-wave longitudinal study",No
10.1073/pnas.2112266118,the role of non-covid-specific and covid-specific factors in predicting a shift in willingness to vaccinate: a panel study,No
10.1177/01634437211040669,rethinking journalism standards in the era of post-truth politics: from truth keepers to truth mediators,No
10.1371/journal.pone.0263191,a darkening spring: how preexisting distrust shaped covid-19 skepticism,No
10.1016/j.jarmac.2021.03.006,correcting neuromyths: a comparison of different types of refutations,No
10.3390/h10040128,"small revelations, … maybe not even with an apocalyptic tone",No
10.1017/psrm.2022.1,the impact of social desirability bias on conspiracy belief measurement across cultures,No
10.3390/soc11040121,fake news and the “wild wide web”: a study of elementary students’ reliability reasoning,No
NA,the influence of fake news: rebuilding public trust in journalism,No
10.1111/spsr.12465,the role of regulatory agencies in agenda-setting processes: insights from the italian response to the covid-19 infodemic,No
10.1093/oso/9780198863977.003.00014,an epistemic defense of news abstinence,No
10.1145/3456565.3460039,using service-learning in graduate curriculum to address teenagers' vulnerability to web misinformation,No
10.1177/0886260518804836,public stranger violence—what makes you vulnerable?a comparison of perspectives from young adults and industry experts,No
10.1007/978-3-319-32103-5_29,"global media ethics and human rights: roles, responsibilities, and rehumanizing journalism",No
10.5604/01.3001.0015.0613,the power of self-deception: psychological reaction to the covid-19 threat,No
10.1027/1864-1105/a000287,"assessments of user comments with ""alternative views"" as a function of media trust",No
10.1086/712817,the dynamics of retraction in epistemic networks,No
10.1002/acp.3823,correcting the unknown: negated corrections may increase belief in misinformation,No
NA,covid-19: tele-regulation of broadcast coverage of public health emergencies in nigeria,No
10.1111/ssqu.12989,covid-19 and motivated reasoning: the influence of knowledge on covid-related policy and health behavior,No
10.1093/oso/9780198863977.003.0006,enquiry and normative deviance: the role of fake news in science denialism,No
10.1371/journal.pone.0255785,what you say and what i hear-investigating differences in the perception of the severity of psychological and physical violence in intimate partner relationships,No
10.1016/j.jenvp.2021.101623,influencing climate change attitudes in the united states: a systematic review and meta-analysis,No
10.1093/oso/9780198863977.003.00015,"fake news, false beliefs, and the fallible art of knowledge maintenance",No
10.1386/jams_00043_1,fear-arousing persuasive communication and behaviour change: covid-19 in kenya,No
10.4324/9780429326769-26,regulating the spread of online misinformation,No
10.1515/commun-2021-0048,why children's news matters: the case of cbbc newsround in the uk,No
10.1111/csp2.415,"presumed killers? vultures, stakeholders, misperceptions, and fake news",No
10.1111/spsr.12467,explaining conspiracy beliefs and scepticism around the covid-19 pandemic,No
10.1093/oso/9780198863977.003.00012,the virtue of epistemic trustworthiness and re-posting on social media,No
NA,visual ethics: a matter of survival,No
10.1353/ff.2021.0016,"""bizarre"" and ""backward"": saviorism and modernity in representations of menstrual beliefs and practices in the popular media",No
NA,combating misinformation in risk: emotional appeal in false beliefs,No
10.3389/fpsyg.2021.716336,false memories in native and foreign languages,No
10.1016/j.techfore.2021.120613,trust management and benefits of vehicular social networking: an approach to verification and safety,No
10.2478/pce-2021-0008,novel technologies and geopolitical strategies: disinformation narratives in the countries of the visegrád group,No
10.4018/978-1-7998-6474-5.ch003,the never ending intellectual theft of truth: how the mainstream media cartel dismembers the facts,No
10.1177/00027162211053987,intervening in anti-immigrant sentiments: the causal effects of factual information on attitudes toward immigration,No
10.1177/02673231211028359,the platform beat: algorithmic watchdogs in the disinformation age,No
10.1016/j.tine.2021.100155,a cross-sectional study of neuromyths among teachers in a caribbean nation,No
10.1177/153967542101200107,communication for coproduction: the informational role of nonprofit organizations,No
10.1007/s11109-021-09701-1,"the (null) effects of happiness on affective polarization, conspiracy endorsement, and deep fake recognition: evidence from five survey experiments in three countries",No
10.1177/1532673X211022639,"republicans, not democrats, are more likely to endorse anti-vaccine misinformation",No
NA,donald trump as a critical-thinking teaching assistant,No
10.1016/j.acalib.2021.102363,information literacy education during the pandemic: the cases of academic libraries in chinese top universities,No
10.1007/s11229-019-02471-8,ignorance as a productive response to epistemic perturbations,No
10.1093/oso/9780198863977.003.00011,the dissemination of scientific fake news: on the ranking of retracted articles in google,No
10.1089/elj.2020.0652,combatting foreign election interference: canada's electoral ecosystem approach to disinformation and cyber threats,No
10.22363/2312-9220-2021-26-2-294-301,fight against disinformation in ukraine: challenges and prospects; [борьба с дезинформацией на украине: проблемы и перспективы],No
10.1016/j.biopsycho.2021.108026,reliability of the n2-component in a modified 3-stimulus concealed information test: on the importance of excellent measurement accuracy,No
10.1007/978-3-030-60414-1_5,evidence-informed policymaking,No
10.37016/mr-2020-70,where’s the fake news at? european news consumers’ perceptions of misinformation across information sources and topics,No
10.4324/9781003104117-1,the struggle between truth and power,No
10.1093/oso/9780192893338.003.0002,epistemic bubbles and authoritarian politics,No
10.1093/jicj/mqab022,digital integrity: exploring digital evidence vulnerabilities and mitigation strategies for open source researchers,No
10.1080/00947679.2021.1988273,preventing yellow jack and yellow journalism: tensions in mississippi valley news coverage of the 1878 yellow fever epidemic,No
10.1177/1368430220982068,covid-19 conspiracy theories,No
NA,the element of uncertainty in information seeking,No
10.37016/mr-2020-72,research note: this photograph has been altered: testing the effectiveness of image forensic labeling on news image credibility,No
10.4324/9780429284571-22,digital media and the proliferation of public opinion cues online: biases and vulnerabilities in the new attention economy,No
10.37016/mr-2020-60,"constructing a suitable platform for public health: radio propaganda, instruction, and “the case of elisa cedillo”",No
10.3389/fcomm.2021.613794,"misconceptions, misinformation and politics of covid-19 on social media: a multi-level analysis in ghana",No
10.1007/978-981-16-4570-9_13,investigating the eyewitness: accuracy and fallacies of memory,No
10.17323/1999-5431-2021-0-6-24-48,linking distrust of the public sector to awareness of covid-19: the covid dissidence phenomenon,No
10.1007/978-981-16-5379-7_5,emerging practices in science communication in canada,No
10.1093/oso/9780197556979.003.0003,understanding disinformation operations in the twenty-first century,No
10.1108/978-1-80043-906-120211011,"public rebuttal, reflection and responsibility. or an inconvenient answer to fake news",No
10.1002/9781119751809.ch16,controlling the narrative: mixed messages and presidential credibility,No
10.1086/711706,the animal inside men and violence,No
10.1515/opis-2020-0123,"""the journey will be relaxed. you will watch television. just like a vip"": misinformation, secrecy, and the information behaviour of repatriated migrants in bangladesh",No
10.1080/0270319X.2021.1966239,could private legislation be the first key to unlocking the nation’s information resources in the battle against misinformation?,No
10.1108/IJCMA-02-2020-0027,a multi-national validity analysis of the argumentativeness measure,No
10.1016/j.jarmac.2021.04.004,providing eyewitness confidence judgments during versus after eyewitness interviews does not affect the confidence-accuracy relationship,No
NA,"critical analysis of information in electronic media discourse: ""neutrality"" or manipulation?",No
NA,"estonia, latvia, and lithuania: background and u.s.-baltic relations",No
10.4324/9781003150497-28,the virus and the unconscious: diary from the quarantine,No
10.1108/978-1-80043-906-120211010,how can wikipedia save us all?: assuming good faith from all points of view in the age of fake news and post-truth,No
10.1002/9781119751809.ch12,social media surveillance and (dis)misinformation in the covid-19 pandemic,No
10.4324/9781351187237-12,conservatives and news feeds,No
10.18060/24035,"dyslexia primer for social work: translational research to update strengths-based practice, advocacy, and attitudes",No
10.4324/9781003203551-12,fake news as a challenge for media credibility,No
10.1590/S0103-4014.2021.35103.006,as sereias que silenciam (ou nao),No
10.1126/sciadv.abe4164,misinformation tactics protect rare birds from problem predators,No
10.1007/978-3-030-42121-2_10,the epistemic justification for tolerance,No
10.3102/0034654321991228,quotation accuracy matters: an examination of how an influential meta-analysis on active learning has been cited,No
10.4324/9781003120254-3,world health organisation: the challenges of providing global leadership,No
10.1007/s11422-020-10001-z,scientific temper and nehruvian influence: how the millennials are handling the mythologization of science in india,No
10.30658/jicrcr.4.3.4,,No
10.4324/9781003043379-27,,No
NA,,No
10.17951/sil.2021.30.5.53-74,,No
10.1108/S0065-283020210000050004 91,,No
NA,,No
10.12775/FT.2021.005,,No
10.37016/mr-2020-75,,Yes
10.1016/B978-0-12-824289-6.00001-5,,No
10.1093/ijpor/edaa007,,No
10.4324/9781003120254-30,,No
NA,,No
10.1177/0020872820959365,,No
10.1080/10410236.2020.1839192,,No
10.1080/17503280.2019.1663718,,No
10.1371/journal.pone.0240664,,No
10.4324/9781003106715-16,,No
10.1007/978-3-030-58624-9_5,,No
10.4018/978-1-7998-4769-4.ch017,,No
10.1386/jams_00046_1,,No
10.18505/cuid.851782,,No
10.4018/978-1-7998-7291-7.ch009,,No
10.1016/j.socscimed.2020.113216,,No
10.1371/journal.pone.0244440,,No
10.1038/s41598-020-62085-w,,No
10.1002/9781119751809.ch6,,No
10.3390/journalmedia1010008,,No
10.1037/pspa0000269,,No
10.1177/2053168021993979,,No
10.3390/rel11110622,,No
10.1016/j.cognition.2020.104453,,No
10.1080/17457289.2021.1924746,,No
10.1016/j.techsoc.2020.101380,,No
10.1080/10410236.2020.1750764,,No
10.1038/s41598-020-67744-6,,No
10.1371/journal.pone.0243024,,No
10.1017/aju.2021.4,,No
10.4018/978-1-7998-7291-7.ch026,,No
10.1016/j.heliyon.2020.e05807,,No
10.7195/RI14.V19I1.1621,,No
10.1080/10410236.2020.1838094,,No
10.4018/978-1-7998-7291-7.ch031,,No
NA,,No
10.1080/15377857.2021.1939570,,No
10.22323/2.19070207,,No
10.4018/978-1-7998-7291-7.ch005,,No
10.1371/journal.pone.0243704,,No
10.1038/s41598-020-73510-5,,No
10.1080/14797585.2021.1886420,,No
10.1007/s11896-019-09361-2,,No
10.1111/ajps.12535,,No
10.1080/10410236.2020.1847437,,No
10.1002/acp.3742,,No
10.4018/978-1-7998-7291-7.ch002,,Yes
10.1504/IJIMA.2021.114334,,No
10.1371/journal.pone.0235971,,No
10.1111/1467-923X.12903,,No
10.1353/JKR.2020.0004,,No
10.1016/j.actpsy.2019.102986,,No
10.1002/acp.3669,,No
10.1177/1461444819856914,,No
10.3390/soc10030071,,Yes
10.1016/j.socscimed.2020.113356,,No
10.1177/1075547020953603,,No
NA,,No
10.1080/15398285.2020.1792166,,No
10.37016/mr-2020-55,,Yes
10.1080/10410236.2019.1573295,,No
10.1111/ssqu.12839,,No
10.20473/rlj.V6-I2.2020.136-145,,No
10.3138/topia-006,,No
10.1027/1618-3169/a000489,,Yes
10.1177/1354068817749777,,No
10.1371/journal.pone.0237144,,No
10.1016/j.jarmac.2020.04.001,,No
10.1002/acp.3685,,No
NA,,No
10.1371/journal.pone.0239826,,No
10.5749/vergstudglobasia.6.1.0013,,No
10.37016/mr-2020-026,,No
10.1037/emo0000590,,No
10.1080/21670811.2020.1733433,,No
10.1007/s42532-020-00057-0,,No
10.1037/xap0000265,,No
10.37016/mr-2020-033,,No
10.1073/pnas.2008595117,,No
10.1016/j.isci.2020.101205,,No
10.1080/23743670.2020.1816191,,No
10.4018/978-1-7998-4718-2.ch004,,No
10.15503/jecs2020.1.30.41,,No
10.1080/00344893.2019.1661872,,No
10.1080/10598650.2020.1720402,,No
10.1080/15228959.2020.1737626,,No
10.1177/0886260517692337,,No
NA,,No
10.37074/jalt.2020.3.1.19,,No
10.1080/13504622.2020.1737647,,No
10.1371/journal.pone.0230045,,No
10.1080/17577632.2020.1869486,,No
10.4324/9780429470509-7,,No
10.4324/9780429295379-15,,No
10.1080/07036337.2020.1853122,,No
10.22323/2.19050202,,No
10.11645/14.1.2708,,No
10.1386/jem_00025_1,,No
NA,,No
10.1080/10875301.2021.1940411,,No
10.1080/01296612.2020.1853393,,No
10.1111/1468-5973.12265,,No
10.1002/acp.3577,,No
10.1007/978-3-030-42545-6_211,,No
10.3916/C62-2020-09,,No
10.37016/mr-2020-012,,No
10.12681/grsr.23523,,No
10.37016/mr-2020-036,,No
10.37016/mr-2020-016,,No
10.1007/978-981-15-5876-4_11,,No
10.37016/mr-2020-41,,No
10.1016/B978-0-12-820780-2.00013-3,,No
10.1371/journal.pone.0221319,,No
10.4324/9780429295379-14,,No
10.1038/s41558-019-0563-0,,No
10.1007/978-3-030-39165-2_190,,No
10.21638/spbu22.2020.203,,No
10.4337/9781789900408.00013,,No
10.33788/rcis.70.22,,No
10.1515/mopp-2018-0034,,No
10.1016/j.learninstruc.2019.101215,,No
10.3758/s13421-019-00948-y,,No
NA,,No
10.2505/4/jcst20_049_03_16,,No
10.17645/pag.v8i1.2560,,No
NA,,No
10.24917/20841043.10.1.7,,No
10.1080/10410236.2020.1787933,,No
10.1016/j.jenvp.2019.101316,,No
10.1108/S0065-283020200000047005,,No
10.1093/poq/nfaa059,,No
10.37016/mr-2020-38,,No
10.4324/9781351235587-14,,No
10.11621/PIR.2020.0401,,No
