screening,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
,27,"B Botnevik, E Sakariassen, V Setty",Brenda: Browser extension for fake news detection,2020,… of the 43rd international ACM SIGIR …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3397271.3401396,"https://scholar.google.com/scholar?cites=14404674881697143032&as_sdt=2005&sciodt=0,5&hl=en",337,3/2/23 10:43,,10.1145/3397271.3401396,,,,,,,27,9.00,9,3,3,"… Before passing the text to the neural network for credibility prediction, we preprocess the text … SADHAN Model: In this demo, for the classification of fake news articles and false claims we …",https://arxiv.org/pdf/2005.13270,"https://scholar.google.com/scholar?q=related:-NiMVHyv58cJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,14,"DK Sharma, S Garg, ...",Evaluation of tools and extension for fake news detection,2021,… Conference on Innovative …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9388356/,"https://scholar.google.com/scholar?cites=8512723292076907748&as_sdt=2005&sciodt=0,5&hl=en",338,3/2/23 10:43,,,,,,,,,14,7.00,5,3,2,… are already available for fake news detection. We present … fake news identification. We ran LSTM and BI-LSTM Classifier on existing Kaggle dataset and achieved 91.51% accuracy …,,"https://scholar.google.com/scholar?q=related:5BxwV7tEI3YJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,60,"CT Mesquita, A Oliveira, FL Seixas, ...","Infodemia, fake news and medicine: science and the quest for truth",2020,International Journal of …,SciELO Brasil,https://www.scielo.br/j/ijcs/a/gFzP6nLZXytdHLJCcLMXWGz/?lang=en,"https://scholar.google.com/scholar?cites=7167909285234937040&as_sdt=2005&sciodt=0,5&hl=en",339,3/2/23 10:43,HTML,,,,,,,,60,20.00,15,4,3,"… false news online. Science (80-). 2018 Mar;359(6380):1146–51. As robots accelerate the spread of true and false news at the same rate, implying that false news … accuracy of fake news. …",https://www.scielo.br/j/ijcs/a/gFzP6nLZXytdHLJCcLMXWGz/?lang=en,"https://scholar.google.com/scholar?q=related:0AyniISHeWMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,26,A Peck,A problem of amplification: Folklore and fake news in the age of social media,2020,Journal of American Folklore,scholarlypublishingcollective.org,https://scholarlypublishingcollective.org/uip/jaf/article-abstract/133/529/329/227152,"https://scholar.google.com/scholar?cites=12858301192693088851&as_sdt=2005&sciodt=0,5&hl=en",340,3/2/23 10:43,,,,,,,,,26,8.67,26,1,3,"… fake news is difficult to counter because it goes beyond questions of fact and enters the realm of interpretation, enabled by widespread networked belief… conversations on fake news that …",,"https://scholar.google.com/scholar?q=related:UwJ0_c7ccbIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,14,"S Mohseni, E Ragan",Combating fake news with interpretable news feed algorithms,2018,arXiv preprint arXiv:1811.12349,arxiv.org,https://arxiv.org/abs/1811.12349,"https://scholar.google.com/scholar?cites=14053176580080052934&as_sdt=2005&sciodt=0,5&hl=en",341,3/2/23 10:43,,,,,,,,,14,2.80,7,2,5,"… direction, fake news detection … for fake news detection, and we discuss how news feed algorithms could be misused to promote falsified content, affect news diversity, or impact credibility…",https://arxiv.org/pdf/1811.12349,"https://scholar.google.com/scholar?q=related:xqqChaTpBsMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,51,"MH Goldani, R Safabakhsh, S Momtazi",Convolutional neural network with margin loss for fake news detection,2021,Information Processing & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457320309134,"https://scholar.google.com/scholar?cites=12075000451794759517&as_sdt=2005&sciodt=0,5&hl=en",342,3/2/23 10:43,,,,,,,,,51,25.50,17,3,2,"… CNNs for detecting fake news. In our proposed model, the CNN architecture for detecting fake news is … The accuracy of our model is 7.1% higher than the best result achieved by LSVM. …",,"https://scholar.google.com/scholar?q=related:XW_oT-8Ek6cJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,10,"M Choudhary, S Jha, D Saxena, ...",A review of fake news detection methods using machine learning,2021,2021 2nd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9456299/,"https://scholar.google.com/scholar?cites=176728335747274195&as_sdt=2005&sciodt=0,5&hl=en",343,3/2/23 10:43,,,,,,,,,10,5.00,3,4,2,… is to detect more and more fake news and try to reach an accuracy of around 100 … accuracy of 99 percent by combining three methods then it's no better than one who gives an accuracy …,https://www.researchgate.net/profile/Deepika-Saxena-2/publication/351775335_A_Review_of_Fake_News_Detection_Methods_using_Machine_Learning/links/60f7fc840c2bfa282aef6990/A-Review-of-Fake-News-Detection-Methods-using-Machine-Learning.pdf,"https://scholar.google.com/scholar?q=related:01X2KXzdcwIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,77,"Z Zhou, H Guan, MM Bhat, J Hsu",Fake news detection via NLP is vulnerable to adversarial attacks,2019,arXiv preprint arXiv:1901.09657,arxiv.org,https://arxiv.org/abs/1901.09657,"https://scholar.google.com/scholar?cites=15707476049053514184&as_sdt=2005&sciodt=0,5&hl=en",344,3/2/23 10:43,,,,,,,,,77,19.25,19,4,4,"… for fake news detectors to be unsure for some articles and leave the hard tasks to field experts, which is what happens in news platforms moderation nowadays, its accuracy in our ex…",https://arxiv.org/pdf/1901.09657,"https://scholar.google.com/scholar?q=related:yHnKrT4q_NkJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,16,"FC Fernández-Reyes, S Shinde",Evaluating deep neural networks for automatic fake news detection in political domain,2018,… : 16th Ibero-American Conference on AI …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-03928-8_17,"https://scholar.google.com/scholar?cites=14753961228996867332&as_sdt=2005&sciodt=0,5&hl=en",345,3/2/23 10:43,,10.1007/978-3-030-03928-8_17,,,,,,,16,3.20,8,2,5,"… to classify fake news in the political domain. Furthermore, we demonstrate that combining statements and credibility patterns of politicians are very important for detecting fake news in a …",,"https://scholar.google.com/scholar?q=related:BHU-ZJGZwMwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,29,"SB Parikh, V Patil, PK Atrey","On the origin, proliferation and tone of fake news",2019,2019 IEEE Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8695387/,"https://scholar.google.com/scholar?cites=14719318310087539830&as_sdt=2005&sciodt=0,5&hl=en",346,3/2/23 10:43,,,,,,,,,29,7.25,10,3,4,"… organization, or a belief. With the advent of multimedia editing tools, fake news can be easily … not only devise automated methods to identify fake news with sufficient credibility but also …",https://www.researchgate.net/profile/Shivam-Parikh-3/publication/332673264_On_the_Origin_Proliferation_and_Tone_of_Fake_News/links/5cc713c9299bf12097883c01/On-the-Origin-Proliferation-and-Tone-of-Fake-News.pdf,"https://scholar.google.com/scholar?q=related:dryrSASGRcwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,216,"YJ Lu, CT Li",GCAN: Graph-aware co-attention networks for explainable fake news detection on social media,2020,arXiv preprint arXiv:2004.11648,arxiv.org,https://arxiv.org/abs/2004.11648,"https://scholar.google.com/scholar?cites=13919841294800438181&as_sdt=2005&sciodt=0,5&hl=en",347,3/2/23 10:43,,,,,,,,,216,72.00,108,2,3,… This paper deals with fake news detection under a more realistic scenario on … accuracy. Such results tell GCAN is able to generate accurate early detection of the spreading fake news…,https://arxiv.org/pdf/2004.11648,"https://scholar.google.com/scholar?q=related:pcNkOug1LcEJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,174,"SB Parikh, PK Atrey",Media-rich fake news detection: A survey,2018,2018 IEEE conference on multimedia …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8397049/,"https://scholar.google.com/scholar?cites=4299805648563471207&as_sdt=2005&sciodt=0,5&hl=en",348,3/2/23 10:43,,,,,,,,,174,34.80,87,2,5,"… Given the challenges associated with detecting fake news research … fake news detection approaches that are heavily based on text-based analysis, and also describe popular fake news …",https://www.researchgate.net/profile/Shivam-Parikh-3/publication/325722738_Media-Rich_Fake_News_Detection_A_Survey/links/5b2029560f7e9b0e373ee900/Media-Rich-Fake-News-Detection-A-Survey.pdf,"https://scholar.google.com/scholar?q=related:ZwPYvXT6qzsJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,208,"JA Nasir, OS Khan, I Varlamis",Fake news detection: A hybrid CNN-RNN based deep learning approach,2021,International Journal of Information …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2667096820300070,"https://scholar.google.com/scholar?cites=10819432859612239441&as_sdt=2005&sciodt=0,5&hl=en",349,3/2/23 10:43,HTML,,,,,,,,208,104.00,69,3,2,"… tasks, make them a promising solution for fake news detection too. This work proposes a … for fake news classification. The model was successfully validated on two fake news datasets (…",https://www.sciencedirect.com/science/article/pii/S2667096820300070,"https://scholar.google.com/scholar?q=related:UVZgrNxYJpYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,10,"L Harper, KW Herbst, D Bagli, M Kaefer, ...",The battle between fake news and science,2020,Journal of Pediatric …,Elsevier,https://www.sciencedirect.com/science/article/am/pii/S1477513119304280,"https://scholar.google.com/scholar?cites=7195978684239589162&as_sdt=2005&sciodt=0,5&hl=en",350,3/2/23 10:43,PDF,,,,,,,,10,3.33,2,5,3,… Fake news is fabricated information that mimics news media content yet lacks the editorial norms and processes that ensure accuracy … Fake news in science and health translates into …,https://www.sciencedirect.com/science/article/am/pii/S1477513119304280,"https://scholar.google.com/scholar?q=related:Ki9ixXxA3WMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,11,"M Meyers, G Weiss, G Spanakis",Fake news detection on twitter using propagation structures,2020,"… , The Netherlands, October 26–27, 2020 …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-61841-4_10,"https://scholar.google.com/scholar?cites=14592526552344118403&as_sdt=2005&sciodt=0,5&hl=en",351,3/2/23 10:43,,10.1007/978-3-030-61841-4_10,,,,,,,11,3.67,4,3,3,"… potential of using propagation features to detect fake news on Twitter. We firstly show that … period of time than fake news. Secondly, we achieve an 87% accuracy using a Random Forest …",,"https://scholar.google.com/scholar?q=related:g0Ttt5URg8oJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,24,L Frederiksen,Fake news,2017,Public Services Quarterly,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/15228959.2017.1301231,"https://scholar.google.com/scholar?cites=2493577696923917456&as_sdt=2005&sciodt=0,5&hl=en",352,3/2/23 10:43,,10.1080/15228959.2017.1301231,,,,,,,24,4.00,24,1,6,"In a politically and digitally polarized environment, identifying and evaluating fake news is more difficult than ever before. Librarians who have been teaching information and media …",,"https://scholar.google.com/scholar?q=related:kJz8LLT3miIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,32,"Y Fung, C Thomas, RG Reddy, S Polisetty, ...",Infosurgeon: Cross-media fine-grained information consistency checking for fake news detection,2021,Proceedings of the …,aclanthology.org,https://aclanthology.org/2021.acl-long.133/,"https://scholar.google.com/scholar?cites=2791053809106925425&as_sdt=2005&sciodt=0,5&hl=en",353,3/2/23 10:43,,,,,,,,,32,16.00,6,5,2,"… In Table 1, we report our accuracy at distinguishing real news articles from those generated by Grover in the NYTimes-NeuralNews dataset. We observe a large gain in performance (…",https://aclanthology.org/2021.acl-long.133.pdf,"https://scholar.google.com/scholar?q=related:cbfR2KbQuyYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,12,"V Jain, RK Kaliyar, A Goswami, P Narang, ...",AENeT: an attention-enabled neural architecture for fake news detection using contextual features,2022,Neural Computing and …,Springer,https://link.springer.com/article/10.1007/s00521-021-06450-4,"https://scholar.google.com/scholar?cites=12437187564327013599&as_sdt=2005&sciodt=0,5&hl=en",354,3/2/23 10:43,HTML,10.1007/s00521-021-06450-4,,,,,,,12,12.00,2,5,1,… Our proposed model has shown an improvement in the fake news classification. We have achieved an accuracy of 46.36% which is 1.49% higher than the state-of-the-art models. In our …,https://link.springer.com/article/10.1007/s00521-021-06450-4,"https://scholar.google.com/scholar?q=related:3wye2DHEmawJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,208,"A Kim, PL Moravec, AR Dennis",Combating fake news on social media with source ratings: The effects of user and expert reputation ratings,2019,Journal of Management …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/07421222.2019.1628921,"https://scholar.google.com/scholar?cites=1389807094695771144&as_sdt=2005&sciodt=0,5&hl=en",355,3/2/23 10:43,,10.1080/07421222.2019.1628921,,,,,,,208,52.00,69,3,4,"… Our research shows that confirmation bias has strong effects on both the belief in fake news and the actions that users take to spread it. However, the results also show that two …",,"https://scholar.google.com/scholar?q=related:CLyoaTCWSRMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,27,"M Al-Yahya, H Al-Khalifa, H Al-Baity, D AlSaeed, ...",Arabic fake news detection: comparative study of neural networks and transformer-based approaches,2021,Complexity,hindawi.com,https://www.hindawi.com/journals/complexity/2021/5516945/,"https://scholar.google.com/scholar?cites=2038707420788996276&as_sdt=2005&sciodt=0,5&hl=en",356,3/2/23 10:43,HTML,,,,,,,,27,13.50,5,5,2,… credibility of sources to detect fake news. e authors conducted a number of experiments on the Constraint@AAAI2021COVID19 FND challenge datasets (in English) [14]. e highest F1 …,https://www.hindawi.com/journals/complexity/2021/5516945/,"https://scholar.google.com/scholar?q=related:tLgUAZnxShwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
