DOI,Title,Abstract,include
NA,danse macabre spinning faster,"This second paper on the theme of Danse Macabre Spinning Faster examines global dynamics using a framework constructed from the two axes: Power and Vulnerability crossed with Eros and Thanatos. The resulting four cells matrix offers an opportunity to examine afresh the world's political and social processes, particularly over the last two years. The paper develops the matrix using current events, identifies prevailing societal themes and generates hypotheses about global dynamics. Themes include examining increases in splitting, migration and tribalism, loss of trust in parliamentary democracy and the growth of presidential power, the maternal and paternal political environments, free speech, virtual reality, fake news and political correctness and the more negative impact of the internet. Three hypotheses are offered to try and understand current events: a) pressure on national and other boundaries; b) escaping from not knowing; and c) escaping from honest conversations because of the impact of guilt and shame. A Three Arches Model of development is offered to explain contemporary daily reality in the context of past, present, and future. A number of predictions are made. The reader is invited to engage with these ideas. © 2018 Serials Publications.",
10.11645/11.1.2188,information literacy is a subversive activity: developing a research-based theory of information discernment,"The theory of information discernment discussed here is firmly based on models, research and scholarship of information literacy coupled with theory and research in information behaviour. This paper will explore original research conducted by Walton and Hepworth and how it has developed over the last 10 years – the pilot study was reported in the very first edition of this journal in 2007. It will show that it has led to the emergence of the concept of information discernment and how Foucault’s discourse analysis theory has been used to further critically analyse its application. This paper will show how the research has been applied in a range of contexts, from enabling students in their first year of A-level study in the UK to carry out better research for their extended project qualification (EPQ), to teaching information literacy to undergraduates in various disciplines. This research will then be synthesised to create a new theory of information discernment summarised as: the ways in which social, psychological, behavioural and information source factors influence peoples’ judgements about information. I argue that information discernment should be included in future notions of information literacy and, in particular, informs the ACRL (2016) key threshold concept that authority is constructed and contextual. Attendant psychological notions of worldview, misinformation, confirmation bias, motivated reasoning and epistemic beliefs will be explored to determine how these articulate and enrich this new theory. The paper explores how this theory can be applied in practice beyond the learning environment, and argues that, ultimately, information literacy is a subversive activity which challenges received notions of the construction, communication and exchange of information and knowledge. © 2017, CILIP Information Literacy Group. All rights reserved.",
10.1080/1461670X.2016.1196602,boundaries not drawn: mapping the institutional roots of the global fact-checking movement,"The last five years have seen a global surge in political fact-checking, reporting that specializes in debunking political misinformation. A growing occupational movement, originating in the United States but increasingly international in scope, has sought to legitimize fact-checking as unbiased journalism, to establish common standards and practices, and to secure reliable funding for this emerging genre. As a genuinely transnational professional movement which includes practitioners from multiple journalistic cultures as well as other fields, fact-checking offers a new site to consider whether and how professional journalism is meaningfully becoming globalized. This paper models a novel approach to mapping a diverse organizational landscape in terms of institutional ties to the fields of journalism, academia, and politics. Drawing on fieldwork from two international gatherings of fact-checkers, I array fact-checking outlets on a ternary graph and review their competing understandings of the mission, the target, and the practices of fact-checking. I highlight areas of convergence as well as divergence in this organizational milieu, focusing particular attention on boundaries not drawn—the willingness of professional journalists in this global movement to share jurisdictional authority with non-journalists. I conclude with suggestions for a comparative research agenda focused on this emergent area of practice. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",
NA,the hole in the sheet and other myths about sexuality and judaism,"For more than two millennia, Jewish communities around the world have found themselves the focus of speculation, misinformation, fear, derision and, at times, envy regarding the sexual beliefs and practices of its members. Over the centuries, some of these perceptions have become powerful enough to reciprocally influence how Jews perceive themselves. This paper seeks to shed light on some of the better and lesser well-known myths which surround sexuality and Judaism. The initial concentration is on a representative view of sexuality, intimacy and related gender expectations as discussed in traditional Jewish sources such as the Bible, Talmud, and Midrash. We then examine a number of myths which have become part of the legends surrounding Jewish sexuality, and look at the origins, where available, of this ""common wisdom"" and provide source material supporting more accurate information. While this paper focuses on the stigma and preconceived notions regarding Jewish sexuality, our point has application whenever we as sexual health professionals are called upon to educate or practice in the value-laden realm of human intimacy. © Stephen Hunt 2010. All rights reserved.",
10.1002/acp.3291,the use of recollection rejection in the misinformation paradigm,"The purpose of this research was to determine the role of recollection rejection in the rejection of misinformation. In Experiment 1, we examined the use of recollection rejection to reject contradictory and additive misinformation. We measured recollection rejection by comparing misinformation acceptance rates, graphing confidence-accuracy data using phantom receiver operating characteristic curves, examining high confidence rejections of misinformation, and examining self-report responses. These measures converged on the finding that participants used recollection rejection to reject both types of misinformation but used recollection rejection more on contradictory misinformation. In Experiment 2, we manipulated the delay between the event and misinformation and between misinformation and test. The length of both of these delays affected misinformation acceptance. Participants were more likely to use recollection rejection to reject contradictory misinformation after a short delay before encountering misinformation. Overall these findings indicate that people can spontaneously induce recollection rejection to reject misinformation and prevent false memories. Copyright © 2016 John Wiley & Sons, Ltd. Copyright © 2016 John Wiley & Sons, Ltd.",
10.3758/s13421-016-0597-8,how social interactions affect emotional memory accuracy: evidence from collaborative retrieval and social contagion paradigms,"In daily life, emotional events are often discussed with others. The influence of these social interactions on the veracity of emotional memories has rarely been investigated. The authors (Choi, Kensinger, & Rajaram Memory and Cognition, 41, 403–415, 2013) previously demonstrated that when the categorical relatedness of information is controlled, emotional items are more accurately remembered than neutral items. The present study examined whether emotion would continue to improve the accuracy of memory when individuals discussed the emotional and neutral events with others. Two different paradigms involving social influences were used to investigate this question and compare evidence. In both paradigms, participants studied stimuli that were grouped into conceptual categories of positive (e.g., celebration), negative (e.g., funeral), or neutral (e.g., astronomy) valence. After a 48-hour delay, recognition memory was tested for studied items and categorically related lures. In the first paradigm, recognition accuracy was compared when memory was tested individually or in a collaborative triad. In the second paradigm, recognition accuracy was compared when a prior retrieval session had occurred individually or with a confederate who supplied categorically related lures. In both of these paradigms, emotional stimuli were remembered more accurately than were neutral stimuli, and this pattern was preserved when social interaction occurred. In fact, in the first paradigm, there was a trend for collaboration to increase the beneficial effect of emotion on memory accuracy, and in the second paradigm, emotional lures were significantly less susceptible to the “social contagion” effect. Together, these results demonstrate that emotional memories can be more accurate than nonemotional ones even when events are discussed with others (Experiment 1) and even when that discussion introduces misinformation (Experiment 2). © 2016, The Author(s).",
10.1037/cns0000148,"""false memory"" is a linguistic convenience","The term false memory describes outcomes to various procedures and techniques, such as coming to believe that suggested false events occurred, acceptance of postevent misinformation, and recognition of critical lures in the Deese-Roediger-McDermott (DRM) procedure. The literature to date has indicated that these memory errors intercorrelate poorly, if at all. However, issues with sample size and measurement reliability may have affected prior estimates. This study examined links among these 3 techniques in a sizable sample (N = 360), with attention to the reliability of procedures and measures. Weak but statistically reliable correlations emerged between false-event suggestion and postevent misinformation, and between postevent misinformation and DRM intrusions; correlations between false-event suggestion and DRM were weak and inconsistent. These effects were influenced by largely independent underlying mechanisms. The term false memory lacks precision and requires qualification. © 2017 American Psychological Association.",
10.1111/jsr.12436,sleep deprivation increases formation of false memory,"Retrieving false information can have serious consequences. Sleep is important for memory, but voluntary sleep curtailment is becoming more rampant. Here, the misinformation paradigm was used to investigate false memory formation after 1 night of total sleep deprivation in healthy young adults (N = 58, mean age ± SD = 22.10 ± 1.60 years; 29 males), and 7 nights of partial sleep deprivation (5 h sleep opportunity) in these young adults and healthy adolescents (N = 54, mean age ± SD = 16.67 ± 1.03 years; 25 males). In both age groups, sleep-deprived individuals were more likely than well-rested persons to incorporate misleading post-event information into their responses during memory retrieval (P < 0.050). These findings reiterate the importance of adequate sleep in optimal cognitive functioning, reveal the vulnerability of adolescents' memory during sleep curtailment, and suggest the need to assess eyewitnesses' sleep history after encountering misleading information. © 2016 The Authors. Journal of Sleep Research published by John Wiley & Sons Ltd on behalf of European Sleep Research Society.",
10.1002/acp.3183,the persistence of erroneous information in memory: the effect of valence on the acceptance of corrected information,"People often have difficulty changing previously held, but erroneous, beliefs. This finding is particularly worrisome in politics where misinformation is regularly distributed about political candidates. We examined whether initial inferences about a fictional political candidate could be corrected, and whether people's willingness to accept a correction was influenced by the valence of the information being corrected. Participants read a list of statements describing a politician running for re-election in which a negative, positive or neutral piece of information about the politician was later corrected. Results showed that receiving a correction reduced reliance on the original information for all types of information: positive, negative and neutral. Results also showed that participants tended to rely on negative information the most when answering inference questions, regardless of whether it was corrected or not. Results have implications for decision-making in politics and other applied areas. © 2016 John Wiley & Sons, Ltd.",
10.1177/0002764217717565,network structure of an aids-denialist online community: identifying core members and the risk group,"With rapid growth of online social network sites, the issue of health-related online communities and its social and behavioral implications has become increasingly important for public health. Unfortunately, online communities often become vehicles for promotion of pernicious misinformation, in particular, that HIV virus is a myth (AIDS denialism). This study seeks to explore online users’ behavior and interactions within AIDS-denialist community to identify and estimate the number of those, who potentially are most susceptible to AIDS-denialist arguments—“the risk group” in terms of becoming AIDS denialists. Social network analysis was used for examining the most numerous AIDS-denialist community (over 15,000 members) in the most popular Russian SNS “VK.com.” In addition, content analysis was used for collecting data on attitudes toward AIDS-denialist arguments and participants’ self-disclosed HIV status. Two data sets were collected to analyze friendship ties and communication interactions among community members. We have identified the core of online community—cohesive and dedicated AIDS denialists, and the risk group: users who communicate with core members, and, thus, can be more susceptible to the AIDS-denialist propaganda and their health behaviors (e.g., refusing treatment). Analysis allowed to significantly reduce the target audience for possible intervention campaigns and simultaneously increase the accuracy of determining the risk group composition. © 2017, © 2017 SAGE Publications.",
10.15244/pjoes/77049,logistics of the electronic waste sampling procedure: the influence of granularity on determination of copper content in pcbs,"Analytical data on material waste are usually obtained through analysis of samples that represent an insignificant portion of the investigated material mass. Therefore, for the obtained measurement data to be a reliable source of information, and not only analytical disinformation, the collected samples must be representative of the investigated waste material. Waste electric and electronic equipment (WEEE) is considerably heterogeneous material with a high content of copper. The test sample designated for the chemical analysis must truly represent the WEEE from which it was collected. The aim of this study was to develop an acceptable sampling procedure to investigate the composition of heterogeneous printed circuit boards; where the influence of grain size on the precision of chemical analysis of printed circuit boards waste (PCBs) stemming from mobile phones (MPs) has been investigated. Based on the chemical analysis of copper content in the sample (the highest metal content in PCBs) with grain size (d≤200 μm), copper content was 15.5% and dispersion was 1.62, which showed the highest accuracy of chemical analysis. © 2018, HARD Publishing Company. All rights reserved.",
10.1002/acp.3320,the confident co-witness: the effects of misinformation on memory after collaborative discussion,"We explored the influence of co-witness confidence and misinformation on the accuracy of collaborative and individual memory reports. Participants viewed a robbery video and discussed the event with a co-witness who was scripted to provide accurate or misleading details and to exhibit either high or low memory confidence. In a demonstration of memory conformity in co-witness discussions, highly confident co-witnesses who provided misleading or correct details led participants to report more misleading or correct information in both collaborative and individual reports. Furthermore, participants exhibited a confidence conformity effect, in which participants' confidence in their own memories mimicked the confidence of their co-witnesses.Copyright © 2017 John Wiley & Sons, Ltd. Copyright © 2017 John Wiley & Sons, Ltd.",
10.1007/s10803-018-3505-1,allied health professionals’ knowledge and use of asd intervention practices,"Allied health professionals (AHPs) are trusted sources of information and intervention for clients with autism spectrum disorder. However, the level of implementation of empirically-supported therapies and the accuracy of the knowledge they use to inform intervention selection is largely unknown. The present study explored the accuracy of AHPs’ knowledge and use of practices, and explored links to individual attitudes and organisational culture. Overall results from the 156 AHPs surveyed suggested general accuracy of knowledge, and use of empirically supported treatments, with accuracy linked to use. Use of practices unsupported by research was linked to organisational culture and openness to new interventions. The presence of misinformation and the impact on selection and use of effective practices are discussed. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",
NA,fake news or disinformation 2.0? some insights into romanians' digital behaviour,"This paper focuses on digital behaviour, self-assessment of vulnerabilities to digital disinformation, and patterns of trust as exposed by Romanian citizens. By corroborating the data of the first national public opinion survey on fake news and disinformation (implemented between February and March 2018) with the Special Eurobarometer no. 464 - Fake News and Disinformation Online - implemented in the same time frame (February 2018), we capture the perceptions and attitudes of Romanian citizens over the use of new media and news trustworthiness, and we also compare the Romanians' online behaviour with the average European's. As similar research reveals, digital disinformation affects resilience of citizens in Member States and in the European Union overall, it ""threatens the democratic political processes and values"" (European Commission, 2018: 12), the integrity of elections and political processes, and should therefore, be approached as a legitimate public concern. Our paper opens the floor for more dedicated research and applied policies - at both the Member States and EU levels - aimed at mitigating the rising and ever worrying fake news phenomenon. © 2018, European Institute of Romania.",
NA,the role of the public library in rebuilding the truth; [o papel da biblioteca pública na reconstrução da verdade]; [el papel de la biblioteca pública en la reconstrucción de la verdad],"Since the early twentieth century, the public library has been much contested. Initially the major criticism was centered on how these libraries, which looked more like book storage, could collaborate for the development of industrial society and later post-industrial society. With the advent of the information society, new challenges have arisen, such as print-to-digital issues and the growing collection of readership. Since the last century, the belief was that its fundamental purpose was the validation of truth, however political, economic and ideological interests foster the crisis of truth. Recently the charge is on the development of misinformation, manipulation and fake news. This work aims, based on ethnographic methodology, review of literature and comparative studies, to demonstrate how this new public library model can be. © 2018, Brazilian Institute for Information in Science and Technology. All rights reserved.",
10.1016/j.concog.2017.02.017,social influence and mental routes to the production of authentic false memories and inauthentic false memories,"Two studies assessed the extent to which people incorporated false facts provided by bogus others into their own recognition memory reports, and how these false memory reports were affected by: (a) truth of the information in others’ summaries supporting the false facts, (b) motivation to process stories and summaries, (c) source credibility, and (d) ease of remembering original facts. False memory report frequency increased when false facts in a summary were supported by true information and varied inversely with the ease with which original facts could be remembered. Results from a measure probing participants’ memory perceptions suggest that some false memories are authentic: People sometimes lack awareness of both the incorporation of false facts into their memory reports and where the false facts came from. However, many false memories are inauthentic: Despite reporting a false memory, people sometimes retain knowledge of the original stimulus and/or the origin of false facts. © 2017",
10.3389/fpsyg.2018.01496,"exposing an ""intangible"" cognitive skill among collegiate football players: ii. enhanced response impulse control","American football is played in a dynamic environment that places considerable demands on a player's ability to make fast, precise reactions while controlling premature, impulsive reactions to spatial misinformation. We investigated the hypothesis that collegiate football players are more proficient than their non-athlete counterparts at controlling impulsive motor actions. National Collegiate Athletic Association (NCAA) Division I football players (n = 280) and non-athlete controls (n = 32) completed a variant of the Simon conflict task, which quantifies choice reaction speed and the proficiency of controlling spatially driven response impulses. Overall, the choice reaction times (RTs) and accuracy rates of football players and controls were equivalent. Similarly, football players and controls were equally susceptible to producing incorrect impulsive motor responses. However, the slowing of RT attributed to the activation and successful inhibition of these impulses (i.e., the Simon effect) was reduced significantly among football players compared to controls. Moreover, differences in impulse control varied by position among the players, with the reduction being greater for offensive than for defensive players. Among offensive players, running backs, wide receivers, and offensive linemen had greater impulse control than did controls, whereas among defensive players only linebackers had greater control. Notably, the Simon effect was reduced by 60% in running backs compared to controls. These results contribute to emerging evidence that elite football players possess more proficient executive control over their motor systems than their age counterparts and suggest that the speed of controlling impulsive motor reactions may represent an enhanced cognitive ""intangible"" among football players. © 2018 Bashore, Ally, van Wouwe, Neimat, van den Wildenberg and Wylie.",
10.4324/9781315142326,the origins of trump’s “alternative reality”: a brief history of the breitbart effect,"“Fake news,” “alternative facts,” and American conservatives’ hostility to the mainstream media have a long history, one that dates to the rejection of science by the Right at the end of the First World War in favor of its own, traditional beliefs. By focusing on the uses of historically non-mainstream media by the Right in their reaction against science-based professional journalism at the time, this essay assesses the lasting effects of that monumental fight for the control of American culture. In brief, the denial of science by Biblical fundamentalists and, more generally, by cultural conservatives a hundred years ago established a practice of belief-driven counter-factuality that prefigured Andrew Breitbart’s attacks on the straight press in the early 2000s, as well as setting the stage for the “alternative reality” claimed by the Trump regime. © 2018 Taylor & Francis.",
10.1017/iop.2016.18,time to change the bathwater: correcting misconceptions about performance ratings,"Recent commentary has suggested that performance management (PM) is fundamentally ""broken,"" with negative feelings frommanagers and employees toward the process at an all-time high (Pulakos, Hanson, Arad, &Moye, 2015; Pulakos & O'Leary, 2011). In response, some high-profile organizations have decided to eliminate performance ratings altogether as a solution to the growing disenchantment. Adler et al. (2016) offer arguments both in support of and against eliminating performance ratings in organizations. Although both sides of the debate in the focal article make some strong arguments both for and against utilizing performance ratings in organizations, we believe there continue to be misunderstandings, mischaracterizations, and misinformation with respect to some of the measurement issues in PM. We offer the following commentary not to persuade readers to adopt one particular side over another but as a call to critically reconsider and reevaluate some of the assumptions underlying measurement issues in PM and to dispel some of the pervasive beliefs throughout the performance rating literature.",
10.1080/21689725.2017.1349618,the new voice of america: countering foreign propaganda and disinformation act,"Just before the 2016 Christmas holiday weekend, President Barack Obama quietly signed the 2017 National Defense Authorization Act (NDAA) into law. Deep within the act is a controversial provision called the Countering Foreign Propaganda and Disinformation Act (CFPDA), which establishes a Global Engagement Center under the State Department and consolidates the power of several federal broadcasting entities under one authority. This center will coordinate efforts to counter foreign propaganda, mainly from Russia and China, that is aimed at undermining the United States’ national security interests. The consolidation of power creates some concerns regarding journalistic independence and credibility for media outlets such as the Voice of America. The new Trump administration’s perceived amicable relationship with Russia also generates uncertainty around the commitment to fight Russian disinformation and propaganda. This essay argues that the US does in fact need some kind of governmental entity devoted to the creation of counter-propaganda, and then concludes there are deficiencies and vulnerabilities with the CFPDA, especially a lack of adequate administrative oversight. Based on this conclusion, as well as on lessons gleaned from how other nations have dealt with Russian disinformation campaigns, the essay offers tentative recommendations as to what an effective governing structure would look like. © 2017 National Communication Association.",
10.1017/S0007123415000253,a war of (mis)information: the political effects of rumors and rumor rebuttals in an authoritarian country,"Despite the prevalence of anti-government rumors in authoritarian countries, little is currently known about their effects on citizens' attitudes toward the government, and whether the authorities can effectively combat rumors. With an experimental procedure embedded in two surveys about Chinese internet users' information exposure, this study finds that rumors decrease citizens' trust in the government and support of the regime. Moreover, individuals from diverse socio-economic and political backgrounds are similarly susceptible to thinly evidenced rumors. Rebuttals generally reduce people's belief in the specific content of rumors, but often do not recover political trust unless the government brings forth solid and vivid evidence to back its refutation or win the endorsement of public figures broadly perceived to be independent. But because such high-quality and strong rebuttals are hard to come by, rumors will Erode political support in an authoritarian state. These findings have rich implications for studies of rumors and misinformation in general, and authoritarian information politics in particular. © 2015 Cambridge University Press.",
10.1093/joc/jqx022,the paradox of the paradigm: an important gap in media effects research,"Media effects research has focused so intently on effects that it has neglected the richly informative domain of persuasive messages that have no effects, have reverse boomerang effects, or have unintended and unanticipated consequences. This results in a paradoxical paradigmatic gap: a theoretical blind spot. I propose we broaden our research focus to include systematic patterns of miscommunication and non-communication in the interpretive dynamics of both mass and interpersonal communication. This review explores evolving research on persistent misinformation and counterfactual beliefs, and the underlying psychology of cognitive distortion and selective attention. Research methodologies of particular promise are reviewed, including transmission chain studies, textual analysis, and the rich domain of ""big data"" evolving from the digital revolution in mass and interpersonal communication. © 2018 The Author(s).",
10.1080/14461242.2017.1383856,"self-responsibility, fatality, and heroism: a discourse analysis of ovarian cancer in women’s magazines","Ovarian cancer affects many women globally, having numerous physical and psychosocial implications. However, misconceptions abound, symptoms are often overlooked, and diagnosis frequently occurs in advanced stages. As one step to addressing these issues, this research explores the social construction of ovarian cancer in women’s magazines to identify the ideas and discourses surrounding this illness and interpret their explicit and implicit meanings. A constructivist discourse analytic approach guided analysis of 62 print and online articles from 8 women’s magazines available in Canada over a 20-year period. Analysis resulted in identification of three discourses pertaining to: self-responsibility for health, ovarian cancer as uncertain and inevitably fatal, and ovarian cancer as a heroic endeavour. Critical interpretation highlights misinformation, contradictory beliefs, and unrealistic expectations surrounding this illness, which have implications for healthy and affected women. The findings emphasise the importance of identifying and challenging these discursive constructions to expose inconsistencies, minimise harm to women’s well-being, and promote authentic portrayals of ovarian cancer. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",
10.1098/rsos.160802,processing political misinformation: comprehending the trump phenomenon,"This study investigated the cognitive processing of true and false political information. Specifically, it examined the impact of source credibility on the assessment of veracity when information comes from a polarizing source (Experiment 1), and effectiveness of explanations when they come from one’s own political party or an opposition party (Experiment 2). These experiments were conducted prior to the 2016 Presidential election. Participants rated their belief in factual and incorrect statements that President Trump made on the campaign trail; facts were subsequently affirmed and misinformation retracted. Participants then re-rated their belief immediately or after a delay. Experiment 1 found that (i) if information was attributed to Trump, Republican supporters of Trump believed it more than if it was presented without attribution, whereas the opposite was true for Democrats and (ii) although Trump supporters reduced their belief in misinformation items following a correction, they did not change their voting preferences. Experiment 2 revealed that the explanation’s source had relatively little impact, and belief updating was more influenced by perceived credibility of the individual initially purporting the information. These findings suggest that people use political figures as a heuristic to guide evaluation of what is true or false, yet do not necessarily insist on veracity as a prerequisite for supporting political candidates. © 2017 The Authors.",
10.1590/1807-57622016.0254,users’ perceptions on social impact of the colaboration project of the more doctors program: a case study; [percepções de usuários sobre o impacto social do projeto de cooperação do programa mais médicos: um estudo de caso]; [percepciones de usuarios sobre el impacto social del proyecto de cooperación del programa más médicos: un estudio de caso],"The study presented in this paper identifies probable changes generated in the care process of a primary healthcare service in a municipality of Santa Catarina, Brazil, part of the Collaboration Project of the More Doctors Program. This was a qualitative study conducted in 2015 that employed semi-structured interviews and a field diary as data collection instruments. Data analysis was performed through the ethical-political method, revealing: a) consistent creation of caring relationships, mediated by a humanistic mode of thinking and practicing medicine and internalization among members of the community of the belief that they were being cared for by an equal who was also a human being; and b) insecurity regarding the project’s end, based on misinformation. This study concluded that a solidary disposition is essential to the creation of caring relationships, and that the federal government needs to implement ethicalpolitical guidelines to ensure quality information about the project. © 2017, Fundacao UNI Botucatu/UNESP. All rights reserved.",
10.1080/09658211.2015.1117641,why misinformation is reported: evidence from a warning and a source-monitoring task,"People report suggested misinformation about a previously witnessed event for manifold reasons, such as social pressure, lack of memory of the original aspect, or a firm belief to remember the misinformation from the witnessed event. In our experiments (N = 429), which follow Loftus's paradigm, we tried to disentangle the reasons for reporting a central and a peripheral piece of misinformation in a recognition task by examining (a) the impact a warning about possible misinformation has on the error rate, and (b) whether once reported misinformation was actually attributed to the witnessed event in a later source-monitoring (SM) task. Overall, a misinformation effect was found for both items. The warning strongly reduced the misinformation effect, but only for the central item. In contrast, reports of the peripheral misinformation were correctly attributed to the misinformation source or, at least, ascribed to guesswork much more often than the central ones. As a consequence, after the SM task, the initially higher error rate for the peripheral item was even lower than that of the central item. Results convincingly show that the reasons for reporting misinformation, and correspondingly also the potential to avoid them in legal settings, depend on the centrality of the misinformation. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",
10.1080/09658211.2016.1237653,do emotional stimuli enhance or impede recall relative to neutral stimuli? an investigation of two “false memory” tasks,"Many eyewitness memory situations involve negative and distressing events; however, many studies investigating “false memory” phenomena use neutral stimuli only. The aim of the present study was to determine how both the Deese–Roediger–McDermott (DRM) procedure and the Misinformation Effect Paradigm tasks were related to each other using distressing and neutral stimuli. Participants completed the DRM (with negative and neutral word lists) and viewed a distressing or neutral film. Misinformation for the film was introduced and memory was assessed. Film accuracy and misinformation susceptibility were found to be greater for those who viewed the distressing film relative to the neutral film. Accuracy responses on both tasks were related, however, susceptibility to the DRM illusion and Misinformation Effect were not. The misinformation findings support the Paradoxical Negative Emotion (PNE) hypothesis that negative stimuli will lead to remembering more accurate details but also greater likelihood of memory distortion. However, the PNE hypothesis was not supported for the DRM results. The findings also suggest that the DRM and Misinformation tasks are not equivalent and may have differences in underlying mechanisms. Future research should focus on more ecologically valid methods of assessing false memory. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",
NA,unfamiliar concepts as an obstacle for critical thinking in public discussions regarding women’s rights issues in latvia. reflective thinking in the ‘fake news’ era; [des concepts inhabituels en tant qu’obstacle à la pensée critique dans les débats publics au sujet du problème des droits des femmes en lettonie. la pensée réflexive dans l’ère des informations fallacieuses (fake news)],"In Europe it is now out of the question to express any doubts regarding the prevention of violence against women. The majority of the Latvian population also condemns the physical abuse of women; however, the Istanbul Convention which deals with this matter was not ratified here. A number of factors were at play, the most significant of which was pressure exerted through the direct influence of a campaign that had been organised by opponents of the broadest understanding of human rights. Such pressure was exerted on decision makers (MPs and political parties), with indirect impact on the population via social media and the news media outlets. Campaigns by interest groups which spread opposing views are not unusual in a democratic society; however, in this case there was no discussion between the opposing parties. The public domain was not open to an interaction of views and beliefs based on arguments and critical thinking, as the argument of the opponents rested entirely upon their beliefs, whereas the supporters of the convention relied upon valid proof. This article looks at the reasons behind the failure in terms of group communication to establish a constructive discussion on a topic that was so essential to Latvian society: one which served to combat and eradicate violence against women. It also seeks to establish whether the use of an irrational form of convincing technique contradicts the logic of critical thinking, and whether the emergence of unfamiliar and/or incomprehensible concepts on the agenda of a public discussion may serve to put the brakes on the constructive discussion of women’s rights issues which is so essential today to Latvian society as a whole. © ESSACHESS.",
10.1007/978-3-319-24148-7_56,baby and me: single mothers by choice and the artificial reproductive technology marketplace,"This study adopts an interpretive research approach to explore the consumer experiences of a self-identified group, “Single Mothers by Choice” (SMCs). These women are either in the process of becoming mothers, or have attained motherhood, with the help of the assisted reproductive technologies (ART) industry. In the mid-nineties, the fledgling ART industry sought to serve heterosexual couples in (preferably) long-term committed relationships that faced problems in conceiving naturally (Houston, 2004). A decade later, the profit seeking industry’s rapid embrace of “other mothers,” (single and lesbian women) is indicative of an evolving marketplace that is largely unregulated and may be selective of who it serves (Houston, 2004). The potential vulnerabilities of such a marketplace invite further exploration by consumer researchers. Research on motherhood indicates that this life-stage experience involves extensive transitional consumption as women undergo the physical and socio-cultural transformation into becoming mothers. Recent research on new mothers’ consumer experiences (Jennings and O’Malley, 2003; Prothero, 2002; Carrigan and Sczmigin, 2004; Thomsen and Sorensen, 2006; Banister and Hogg, 2006; Voice Group, 2010) challenge dominant theoretical assumptions that consumers are automatically motivated to make informed decisions to consume through transitory life-roles (Voice Group, 2010). In this research we seek to understand the lived experiences of SMCs as they attain motherhood through ART. The first phase of our study consisted of netnographic discourse analysis (Kozinets, 2010) of posts and blogs from select online communities of self-identified SMCs to understand and contextualize their consumption experiences in the ART marketplace. In the second phase of the study we recruited eighteen informants to participate in e-mail and Skype interviews (Ballantine and Creery, 2010). Since we aimed to understand overall consumer experiences in the ART marketplace, we included SMCs who traversed the entire gamut of the motherhood experience. We invited our participants to narrate their life-stories of how they initially decided to become a parent. Interview topics ranged from their reproductive background, romantic relationships, kin and social networks, careers and finances, and ideas about motherhood and family. SMCs exchanged surprisingly candid technical, financial, and medical information in their online discourses. Preliminary findings from data analysis through iterative readings conducted independently by the two authors revealed that many SMCs described receiving positive reception as prospective customers at the ART clinics. However, social exclusion and fear of disapproval from social and kin networks were prominent in these discussions as were signs of defiance and celebration of independent decisions within virtual SMC communities. Womens’ consumption experiences in the ART industry, which due to its position as unregulated and largely unaccountable to customers, has been known to differentially treat single women (straight or lesbian) and heterosexual, married couples (Houston, 2004). In addition, our data analysis include accounts of treatment misinformation, inadequate screening processes of sperm donors, and deliberate withholding of financial obligations indicate a discernible lack of consumer control in a life event fraught with emotional investment in the consumption process. Our findings show that conceiving through ART is the least desirable choice for all women irrespective of their single or married status. ‘Trying to make a baby’ through the conventional route of love, marriage and sex, is portrayed as a positive experience of welcoming a child into the world to a two parent loving family. It is a powerful narrative that is ingrained in the cultural fabric of most societies. ART is often the last, desperate effort to experience pregnancy and biological motherhood for many women (Hertz, 2006). Previous research has indicated that heterosexual couples who resort to ART due to infertility problems draw strength and support from each other as they experience the emotionally and physically strenuous journey to parenthood (Fischer, Otnes and Tuncay, 2007). SMCs on the other hand report loneliness as they contemplate becoming single mothers through ART with the added burden of secrecy for fear of disapproval and exclusion from social networks (Hertz, 2006). In conclusion, our research extends previous research on motherhood related consumer experiences (Fisher, Tuncay and Otnes, 2007; Houston, 2004) by developing a conceptual model that describes the transitional life-stage of SMCs and their interactions with the ART marketplace. The model outlines individual and collective resources of SMCs and other influences that contest and shape their experiences as ART consumers. The model illustrates how the advent of scientific technology, combined with fading boundaries of the digital and physical world of human social networks, influence evolving consumer experiences of women who choose to become mothers without the direct help of Mother Nature. © 2016, Academy of Marketing Science.",
