StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,drug_know,drug_accept,planet_know,planet_accept,vertebrate_know,vertebrate_accept,brain_know,brain_accept,boson_know,boson_accept,orbit_know,orbit_accept,material_know,material_accept,speed_know,speed_accept,cloning_know,cloning_accept,magnetic_know,magnetic_accept,drug,drug_confirm,planet,planet_confirm,vertebrate,vertebrate_confirm,brain,brain_confirm,boson,boson_confirm,orbit,orbit_confirm,material,material_confirm,speed,"speed_confirm ",cloning,cloning_confirm,magnetic,"magnetic_confirm ",Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,reason_agreement_3_TEXT,reason_followup,Q1,education,comments,PROLIFIC_PID,drug_link1,drug_link2,planet_link1,planet_link2,vertebrate_link1,vertebrate_link2,brain_link1,brain_link2,boson_link1,boson_link2,orbit_link1,orbit_link2,material_link1,material_link2,speed_link1,speed_link2,cloning_link1,cloning_link2,magnetic_link1,magnetic_link2
2024-08-13 16:32:49,2024-08-13 16:38:24,IP Address,170.10.3.109,100,335,True,2024-08-13 16:38:26,R_6UaZhHPgBXYeIdx,,,,,37.6807,-92.6583,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,40,80,100," 8",," 7",Completely true 9,Unsure 5," 7"," 3"," 7",Unsure 5,Completely true 9,Completely true 9,Completely false 1,Some 3,Some 3," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,,667ac0c9f5f745894f2e4b17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:31:34,2024-08-13 16:39:50,IP Address,98.117.74.6,100,495,True,2024-08-13 16:39:51,R_6put7nv2ny3bHmW,,,,,37.3392,-77.4175,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,,,,,,,,,,,I honestly do not know anything about this stuff so i took a guess,I agree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,,,I took a guess,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9," 8"," 8",Completely true 9," 8",Completely true 9,Completely false 1,Unsure 5,Some 3,Some 3," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,I learned a lot of interesting facts,66293c6cb9c4e60d5a2f1c31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:33:59,2024-08-13 16:40:26,IP Address,172.59.79.167,100,387,True,2024-08-13 16:40:27,R_3d0p6j8wyBqcTBA,,,,,39.0537,-94.5906,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,90,100,100,80,100," 7",," 3"," 6"," 7"," 8",Completely false 1," 4"," 7",Completely true 9," 6",Completely false 1,Not much 2,Not much 2,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,Through the links provided or a google search. Some of these things I've heard in passing on TV or the radio,,3- or 4-year College Degree,,6571d0350d34775921b333c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:33:58,2024-08-13 16:40:31,IP Address,108.39.241.40,100,392,True,2024-08-13 16:40:32,R_6WA1AR240WOS9MX,,,,,40.4325,-79.863,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,seemed like too long of a time,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,100,90,90,80,80," 7",," 8"," 8"," 8"," 8"," 6",Completely true 9,Unsure 5," 6",Completely true 9,Unsure 5,Not much 2,Not much 2," 3",Other:,questions were out of my realm and I had no interest in researching it,,,3- or 4-year College Degree,,665dbf6187c7a6928c4ea604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:32:52,2024-08-13 16:41:00,IP Address,75.165.16.215,100,488,True,2024-08-13 16:41:01,R_51MepHUlYYmQIPY,,,,,40.1854,-77.4139,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100," 8",,Unsure 5," 7"," 7",Unsure 5,Completely false 1," 8"," 7"," 8"," 8",Completely false 1,Some 3,Some 3," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,2-year College Degree,,669d846e8811774c22aedf92,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:32:32,2024-08-13 16:41:23,IP Address,172.59.216.140,100,530,True,2024-08-13 16:41:23,R_1z17LhwbtetktZD,,,,,35.2296,-80.843,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,,,,,,,,,,,,,,,,,I didn't think that many mice are actually cloned.,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Unsure 5,Unsure 5,Some 3,Some 3," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,,6676d86f1af102d5b24e6f96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:35:26,2024-08-13 16:41:43,IP Address,45.49.57.88,100,377,True,2024-08-13 16:41:44,R_6M0NqBntstJOPPY,,,,,33.9322,-118.2488,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,50,50,100," 7",," 7",Completely true 9,Completely true 9," 6",Completely false 1,Completely true 9,Unsure 5,Completely false 1,Unsure 5,Completely true 9,Not much 2,Not much 2," 3",Other:,"I am not privy to information in he scientific field. I believe it to mostly be factual, but I'm unsure about discrepancies so I have to assume it may be true.",,,Some College,,66318db56f06d4f02a3f22cd,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2024-08-13 16:34:10,2024-08-13 16:41:50,IP Address,100.10.35.194,100,460,True,2024-08-13 16:41:51,R_7POVILRNlMePmBX,,,,,41.701,-71.5194,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,No,,,,,,,,,,,I don't believe the Earth orbits the Sun.,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,Nothing but their hypotheses without real evidence.,I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,"I'm not convinced the Earth existed 3.7 billion years ago. ",I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,100,90,70,90,100," 8",,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely true 9,Completely false 1,Completely false 1,Unsure 5,Completely true 9,Not much 2,Not much 2,No confidence at all 1,"You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,,5ccb779b2c4e1f00159333ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:35:51,2024-08-13 16:42:01,IP Address,68.39.26.183,100,370,True,2024-08-13 16:42:02,R_1ZUHqpL0qMLRbXi,,,,,41.0147,-85.0974,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,90,80,90,80,Completely true 9,,Completely true 9," 8",Completely true 9," 8"," 7",Completely true 9," 8",Completely true 9,Completely true 9," 8",Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,its just information i have researched over the years. One example would be aliens. The US government denied aliens being real for years but a couple years ago they told the public they are in fact real.,,Some College,,6680452004dea60c1f984bba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:33:53,2024-08-13 16:42:10,IP Address,47.156.72.80,100,497,True,2024-08-13 16:42:11,R_3jjnn2xkrnGcnYH,,,,,34.2149,-119.1761,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,90,60,70,90," 6",," 6"," 7"," 8",Unsure 5,Unsure 5," 7",Unsure 5," 8",Unsure 5,Unsure 5,Some 3,Not much 2," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,2-year College Degree,"Great easy to follow survey, I enjoyed it.",662d7fba32d6a738b194d893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:36:43,2024-08-13 16:42:20,IP Address,72.24.22.82,100,337,True,2024-08-13 16:42:21,R_6n3lPkUwZfvQD4B,,,,,34.2998,-110,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,90,90,90,Completely true 9,,Completely false 1,Unsure 5," 8",Completely false 1,Completely false 1," 8",Unsure 5," 8"," 6",Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,"I have not yet but will through factcheck.org. ",,Master's Degree,"Interesting and educational questions. Given the sources provided, I feel fairly confident they are accurate. ",5f0c7ea47cf1495f4587f741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:34:43,2024-08-13 16:42:21,IP Address,172.58.241.233,100,458,True,2024-08-13 16:42:21,R_7QKzTbnGnbVUwaj,,,,,38.9994,-77.0336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100," 7",,Unsure 5," 8"," 8",Unsure 5,Unsure 5,Unsure 5,Unsure 5," 8",Unsure 5,Unsure 5,Some 3,Some 3," 3",Other:,"I agreed with certain things because it's just how I felt. ",,,Some College,No comments or feedback. Thank you!,64ee18fad7ff63875d973306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:37:59,2024-08-13 16:42:49,IP Address,174.215.117.121,100,290,True,2024-08-13 16:42:50,R_5D9p8vfh9ln1EyJ,,,,,47.5079,-122.1773,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,90,100,80,90,Completely true 9,," 6"," 6"," 8",Completely true 9,Completely false 1,Completely true 9," 8",Completely true 9," 2",Completely false 1,Some 3,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,Reading links and googling more articles,,3- or 4-year College Degree,,6697d8830251e6415be67276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-08-13 16:38:56,2024-08-13 16:43:07,IP Address,76.35.98.2,100,251,True,2024-08-13 16:43:07,R_3IStGUw0fdrLk6Q,,,,,39.4522,-83.841,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,60,90,40,20,70," 6",," 3"," 6"," 7"," 3",Completely false 1," 3",Unsure 5," 7"," 7"," 2",Some 3,Some 3," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,,66abb285cd1336abed1805f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:32:56,2024-08-13 16:44:23,IP Address,97.94.73.209,100,687,True,2024-08-13 16:44:24,R_15YjgVZ9qXQTSa5,,,,,43.1772,-85.2473,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,No,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,No,,,,,"I don't believe in this kind of carbon dating. We can only slightly estimate the age, therefore I highly doubt the exact number of 392 years is accurate.",I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,"Earth is not billions of years old. At most, maybe 10,000 years. There is absolutely no way anything on Earth is billions of years old. ",I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,"There was no magnetic field 3.7 billion years ago because the Earth was formed only around 6,000-10,000 years ago.",I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,100,90,70,70,80,Completely true 9,,Unsure 5," 7"," 6"," 8",Completely false 1,Completely true 9,Unsure 5," 6"," 7",Completely true 9,Not much 2,Some 3," 2",Other:,"I didn't verify anything, nor do I really trust scientists, I guess I just believe that it's generally possible and seems like a reasonable calculation.",,,2-year College Degree,,666c88b9d74e89acb4f92aaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:32:35,2024-08-13 16:44:30,IP Address,108.231.4.19,100,715,True,2024-08-13 16:44:31,R_7F5pyv7cyxkdmQN,,,,,42.354,-87.8675,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,,,,,,,,,,,,,,,,,I think it's less than that percentage,I disagree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,100,80,100,90,90,Completely true 9,," 7",Completely true 9,Completely true 9," 3",Completely false 1," 8",Unsure 5," 8"," 6"," 2",Some 3,A lot 4," 3",You mostly agree with the consensus because you have been able to independently verify it,,I have a friend and also Google.  I'm interested in scientific facts,,2-year College Degree,,65fb35ee38c24ea27c017846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:39:03,2024-08-13 16:44:36,IP Address,35.151.132.140,100,332,True,2024-08-13 16:44:37,R_31cRM8R8dZ3nqmW,,,,,36.213,-86.3011,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Unsure 5,Not much 2,Not much 2,No confidence at all 1,Other:,Not sure,,,High School / GED,,66af83975ef17db21c7cb98a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:35:50,2024-08-13 16:44:37,IP Address,96.42.255.86,100,526,True,2024-08-13 16:44:38,R_6dmSHLWkNWLNq2K,,,,,44.6707,-93.2588,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,No,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,"no, just a guess ",I agree with the scientific consensus that the oldest known vertebrate is 392 years old,"I have no idea. ",I agree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,,,,,No Idea,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,80,80,80,50,90," 7",,Unsure 5,Completely true 9," 7",Unsure 5,Unsure 5,Completely true 9," 6"," 3",Completely true 9," 2",Not much 2,Not much 2," 2",Other:,"I wasn't sure either way. ",,,3- or 4-year College Degree,,669c2e0b5c9a0ab8c37687db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:33:52,2024-08-13 16:45:16,IP Address,47.185.72.183,100,683,True,2024-08-13 16:45:16,R_7xwLcLXsEjYW0YU,,,,,32.9321,-97.2834,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,100,50,90,70,80," 8",," 6"," 8",Completely true 9," 6",Unsure 5,Completely true 9,Completely true 9," 7",Unsure 5,Unsure 5,Some 3,Some 3," 2",You mostly agree with the consensus because you have been able to independently verify it,,"After I was showed the answer, I copied and pasted in into search bar and looked at other sources.",,3- or 4-year College Degree,This was very interesting! Thanks.,5bbb88c3a748360001944760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:38:49,2024-08-13 16:45:41,IP Address,107.152.60.4,100,411,True,2024-08-13 16:45:42,R_6F9EvlvXUvk0zBL,,,,,34.0091,-95.0686,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,No,FALSE,Yes,FALSE,No,FALSE,Yes,,,,,,,,,,,,,I really could not explain this,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,"No, I could not explain this either",I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,70,60,60,50,50," 6",," 6"," 6"," 6"," 4"," 4"," 7",Unsure 5,Unsure 5," 6"," 3",Some 3,Some 3," 3","You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,Thank you for a very interesting and thought provoking study.,65ff8f036cb80214304dcec5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:32:34,2024-08-13 16:46:40,IP Address,104.34.61.58,100,846,True,2024-08-13 16:46:41,R_5ksHgymAhaSnNEb,,,,,33.8625,-117.586,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,No,FALSE,Yes,FALSE,No,TRUE,Yes,,,,,,,,,,,Not enough science to prove.,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,How can anyone put an  that age on something? Humans were not around the track.,I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,Do not believe that anything can be cloned 100%,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,90,100,60,50,80," 7",,Unsure 5," 6"," 8"," 8"," 2",Unsure 5,Unsure 5," 3"," 8"," 3",Not much 2,Not much 2,No confidence at all 1,"You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,,6685cec5c360283099e5bb29,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2024-08-13 16:30:57,2024-08-13 16:46:50,IP Address,70.97.242.227,100,952,True,2024-08-13 16:46:50,R_6R54UUT9aRDD4qH,,,,,44.7617,-93.3432,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,50,50,20,50,100,Completely true 9,,Unsure 5," 8",Completely true 9," 6",Completely false 1,Completely true 9,Unsure 5," 2",Completely true 9,Completely false 1,Some 3,Some 3,No confidence at all 1,"You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,,662a85fec593cd490a33183c,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2024-08-13 16:42:30,2024-08-13 16:46:55,IP Address,130.86.101.17,100,264,True,2024-08-13 16:46:55,R_3s7M3mwVHyn2SWl,,,,,38.5639,-121.4418,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,90,90,90," 8",,Unsure 5," 6",Completely true 9,Completely false 1,Unsure 5," 7"," 7"," 8",Unsure 5,Unsure 5,Not at all 1,Not at all 1,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,I researched it on a fact checked website,,Some College,,56849d528f456f000c45e1dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:36:56,2024-08-13 16:47:08,IP Address,174.163.113.233,100,611,True,2024-08-13 16:47:08,R_7axIEmKAfwxeM8E,,,,,33.4125,-84.3012,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,FALSE,No,FALSE,No,FALSE,No,FALSE,No,TRUE,No,FALSE,No,FALSE,Yes,TRUE,No,TRUE,No,Science is not always accurate.,I disagree with the scientific consensus that bedaquiline is used for tuberculosis,N/A,I disagree with the scientific consensus that Kepler-452b is 97 million mi away from its star,That doesn't seem accurate.,I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,No.,I agree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,No.,I disagree with the scientific consensus that the Higgs Boson is electrically neutral,No.,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,No.,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,No.,I disagree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,No.,I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,90,90,80,90,90," 7",,Completely true 9,Completely true 9," 7"," 2"," 2",Completely true 9,Completely true 9," 7"," 2"," 7",Not much 2,Not much 2," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,,65cd75c66bdcab83d5bd2a58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:36:55,2024-08-13 16:48:03,IP Address,45.36.102.34,100,667,True,2024-08-13 16:48:04,R_7hzLTmi5q6NNh2a,,,,,36.0358,-79.5075,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,90,100,70,80,90," 7",," 2",Unsure 5," 7",Completely true 9,Completely false 1," 6",Unsure 5," 6",Completely true 9,Completely false 1,Not much 2,Some 3,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,"I looked up each question. I have to just trust it at some point to answer the survey, but there are some things I'm not going to trust the internet for. ",,2-year College Degree,,65f362ffea415d878f1f4f1d,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-13 16:41:30,2024-08-13 16:48:06,IP Address,73.179.103.129,100,396,True,2024-08-13 16:48:07,R_1lhPOE56LFqI73D,,,,,27.451,-80.3357,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,90,100,90,90," 8",," 2"," 2",Completely true 9," 8",Completely false 1," 8"," 8",Completely true 9," 6",Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,I dif a lot of research on some of the questions..,,3- or 4-year College Degree,Thank you..,5c6f64cdcacbc8000113ed19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:40:57,2024-08-13 16:48:11,IP Address,172.56.66.110,100,434,True,2024-08-13 16:48:12,R_6U7tl5cXbN71CH7,,,,,33.8508,-84.2863,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,"No, because I just guessed.",I agree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,"No, I just guessed.",I agree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,No,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely true 9,Unsure 5,Completely true 9,Completely true 9,Completely false 1,Not much 2,Not much 2," 2",Other:,"Neither, because I would have to do my own research beyond the untrustworthy sources you provided.",,,3- or 4-year College Degree,No,5de831cad4995d000c5fb540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:45:05,2024-08-13 16:48:12,IP Address,113.30.253.66,100,186,True,2024-08-13 16:48:12,R_1sz8RbNQfIelz8y,,,,,46.0358,-101.1514,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,90,100,60,60,70," 6",," 8"," 8"," 7",Unsure 5,Completely false 1," 4"," 6",Completely true 9," 6",Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,just an educated guess,,Some College,,5a09ebdf087f2e0001eae39f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
