paperID,reference,ref,intervention_study,comments_intervention_selection,comments,peer_reviewed,sampleID, country,design,online,pre_test,details_pretest,recycled_news,recycled_news_reference,news_selection,selection_fake_news,selection_true_news,news_family,newsID,n_news,n_news_pool,share_true_news,news_format,news_source,accuracy_measure,accuracy_measure_detailed,symetry,perfect_symetry,accuracy_scale,condition,treatment_intention,intervention,intervention_detail,experimentID,correlates,correlates_detail,n,mean_fake_as_accurate,SD_fake_as_accurate,mean_true_as_accurate,SD_true_as_accurate,values_from,panel
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,3,Brazil,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1001,2.7,0.78,3.24,0.52,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,4,Switzerland,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1003,2.42,0.84,3.22,0.46,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,5,Czech Republic,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1000,2.7,0.86,3.22,0.49,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,6,Germany,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1000,2.26,0.86,3.15,0.45,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,7,Denmark,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1001,2.21,0.84,3.19,0.5,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,8,Spain,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1001,2.42,0.81,3.22,0.47,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,9,France,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1003,2.38,0.81,3.22,0.47,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,10,Great Britain,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1004,2.28,0.85,3.14,0.44,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,11,Greece,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1005,2.98,0.73,3.2,0.44,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,12,Hungary,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1000,2.83,0.81,3.26,0.5,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,13,Italy,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1001,2.62,0.76,3.23,0.42,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,14,Netherlands,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1003,2.42,0.73,3.2,0.44,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,15,Poland,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1004,2.21,0.85,3.22,0.45,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,16,Romania,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1006,2.59,0.89,3.34,0.51,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,17,Serbia,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1000,3.14,0.7,3.15,0.49,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,18,Sweden,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1001,2.15,0.76,3.11,0.42,authors,no
57,"Hameleers, M., Tulin, M., De Vreese, C., Aalberg, T., Van Aelst, P., Cardenal, A. S., Corbu, N., Van Erkel, P., Esser, F., Gehle, L., Halagiera, D., Hopmann, D., Koc‐Michalska, K., Matthes, J., Meltzer, C., Mihelj, S., Schemer, C., Sheafer, T., Splendore, S., … Zoizner, A. (2023). Mistakenly misinformed or intentionally deceived? Mis‐ and Disinformation perceptions on the Russian War in Ukraine among citizens in 19 countries. European Journal of Political Research, 1475-6765.12646. https://doi.org/10.1111/1475-6765.12646",Hameleers_2023,,,"Data from the authors: ""These were claims that were actually circulated, and we selected the items ourselves. The reason we chose these statements is that they were fact-checked by professional fact-checkers, so we could be certain of their veracity. The other criterion that guided our selection was that we wanted to achieve a reasonable balance of pro-Russian vs. pro-Ukrainian as well as true and false statements.""; 
""These are pre-intervention ratings."";
""Did each participant see all 6 true and all 3 false news items? Yes"" ",yes,19,United States,within,yes,no,,original,,researchers,fact_checking,fact_checking,political,1,9,,0.6666666667,title,no_source,truthfulness,"""Could you rate the truthfulness of the sestatements? Please give us your best guess .A guess is just as good as the “right” answer."" 
(1)Very certain it’s false (2) Somewhat certain it’s false (3)Uncertain whether it’s true or false (4) Somewhat certain it’s true (5) Very certain it’s true",1,1,5,control,,,,,,,1004,2.34,0.91,3.16,0.47,authors,no
58,"Lyons, B., Modirrousta-Galian, A., Altay, S., & Salovich, N. A. (2024). Reduce blind spots to improve news discernment? Performance feedback reduces overconfidence but does not improve subsequent discernment. https://doi.org/10.31219/osf.io/kgfrb",Lyons_2024,yes,,"""2 (headline accuracy: true or false) x 2 (headline congeniality: congenial or uncongenial) x 2 (feedback type: relative feedback or no feedback) x 3 (study phase: 1 [immediately before feedback or lack thereof], 2 [immediately after feedback or lack thereof], or 3 [1 week after feedback or lack thereof]) mixed design."";
data corresponds to control group, post-treatment ratings",no ,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_concordant,1,6,,0.6666666667,title_picture,source,accuracy,"""Accuracy judgments were made on a 4-point scale from “Not at all accurate” to “Very accurate”.""",1,0,4,control,,,,,,,798,2.55,1.07,2.93,1,raw data,yes
58,"Lyons, B., Modirrousta-Galian, A., Altay, S., & Salovich, N. A. (2024). Reduce blind spots to improve news discernment? Performance feedback reduces overconfidence but does not improve subsequent discernment. https://doi.org/10.31219/osf.io/kgfrb",Lyons_2024,yes,,"""2 (headline accuracy: true or false) x 2 (headline congeniality: congenial or uncongenial) x 2 (feedback type: relative feedback or no feedback) x 3 (study phase: 1 [immediately before feedback or lack thereof], 2 [immediately after feedback or lack thereof], or 3 [1 week after feedback or lack thereof]) mixed design."";
data corresponds to control group, post-treatment ratings",no ,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_discordant,2,6,,0.6666666667,title_picture,source,accuracy,"""Accuracy judgments were made on a 4-point scale from “Not at all accurate” to “Very accurate”.""",1,0,4,control,,,,,,,798,2.16,1.1,2.54,1.06,raw data,yes
58,"Lyons, B., Modirrousta-Galian, A., Altay, S., & Salovich, N. A. (2024). Reduce blind spots to improve news discernment? Performance feedback reduces overconfidence but does not improve subsequent discernment. https://doi.org/10.31219/osf.io/kgfrb",Lyons_2024,yes,,"""2 (headline accuracy: true or false) x 2 (headline congeniality: congenial or uncongenial) x 2 (feedback type: relative feedback or no feedback) x 3 (study phase: 1 [immediately before feedback or lack thereof], 2 [immediately after feedback or lack thereof], or 3 [1 week after feedback or lack thereof]) mixed design."";
data corresponds to control group, post-treatment ratings, participants with a political party identifier coded as ""independent/other""",no ,2,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,political,1,12,,0.6666666667,title_picture,source,accuracy,"""Accuracy judgments were made on a 4-point scale from “Not at all accurate” to “Very accurate”.""",1,0,4,control,,,,,,,274,2.18,1,2.62,0.987,raw data,yes
58,"Lyons, B., Modirrousta-Galian, A., Altay, S., & Salovich, N. A. (2024). Reduce blind spots to improve news discernment? Performance feedback reduces overconfidence but does not improve subsequent discernment. https://doi.org/10.31219/osf.io/kgfrb",Lyons_2024,yes,,"""2 (headline accuracy: true or false) x 2 (headline congeniality: congenial or uncongenial) x 2 (feedback type: relative feedback or no feedback) x 3 (study phase: 1 [immediately before feedback or lack thereof], 2 [immediately after feedback or lack thereof], or 3 [1 week after feedback or lack thereof]) mixed design."";
data corresponds to control group, pre-treatment ratings",no ,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_concordant,3,6,,0.6666666667,title_picture,source,accuracy,"""Accuracy judgments were made on a 4-point scale from “Not at all accurate” to “Very accurate”.""",1,0,4,control,,,,,,,807,2.54,1.08,2.87,1.03,raw data,yes
58,"Lyons, B., Modirrousta-Galian, A., Altay, S., & Salovich, N. A. (2024). Reduce blind spots to improve news discernment? Performance feedback reduces overconfidence but does not improve subsequent discernment. https://doi.org/10.31219/osf.io/kgfrb",Lyons_2024,yes,,"""2 (headline accuracy: true or false) x 2 (headline congeniality: congenial or uncongenial) x 2 (feedback type: relative feedback or no feedback) x 3 (study phase: 1 [immediately before feedback or lack thereof], 2 [immediately after feedback or lack thereof], or 3 [1 week after feedback or lack thereof]) mixed design."";
data corresponds to control group, pre-treatment ratings",no ,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_discordant,4,6,,0.6666666667,title_picture,source,accuracy,"""Accuracy judgments were made on a 4-point scale from “Not at all accurate” to “Very accurate”.""",1,0,4,control,,,,,,,808,2.2,1.11,2.51,1.07,raw data,yes
