StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,water_know,water_accept,electrons,antibiotics,continents,sex,lasers,orbit,diamonds,speed,salt,water,Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1,education,comments,PROLIFIC_PID
2024-04-03 15:40:10,2024-04-03 15:50:47,IP Address,174.202.103.21,100,637,True,2024-04-03 15:50:47,R_5NkLWzJmKJBCMf3,,,,,37.825,-87.5655,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,,,,,,,,,"I think I simply misunderstood the paragraph. I'm actually trying to read it thoroughly and answering truthfully, but I have misread it.  ",,,100,100,100,100,100,Completely true 9,,Completely false 1,Completely true 9,Completely true 9,Completely false 1,Completely false 1," 7"," 6",Completely true 9," 7",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,"I believe Scientists before I believe anyone, but I also worry they can be bought in  order to conceal information. ",65ebb9f12199a9b6fcaaa544
2024-04-03 15:44:23,2024-04-03 15:50:48,IP Address,72.23.23.27,100,385,True,2024-04-03 15:50:49,R_3GIFF5EQFRBarSI,,,,,40.8552,-82.3143,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,0,10,0,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,Very interesting. I hope remember what I have learned.,62d0880f5ba6d972d1bfc63c
2024-04-03 15:44:36,2024-04-03 15:50:51,IP Address,76.92.140.52,100,374,True,2024-04-03 15:50:51,R_5B7lbnvd4w5sQIp,,,,,39.214,-94.5826,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,50,100,50,50,50,Completely true 9,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Unsure 5,Unsure 5,Completely true 9,Completely false 1,Completely false 1,Some 3,Some 3," 4",,High School / GED,,5cb2e89bc29be80001b13ed6
2024-04-03 15:39:12,2024-04-03 15:50:56,IP Address,50.107.140.1,100,704,True,2024-04-03 15:50:57,R_31bdaDD7xHbZqVf,,,,,41.3472,-75.9854,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,50,80,50,50,50,Unsure 5,,Completely false 1," 7",Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely true 9,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,Everything was fine,5d83dba73dfcaa0019a3125f
2024-04-03 15:45:06,2024-04-03 15:50:57,IP Address,74.196.55.156,100,351,True,2024-04-03 15:50:58,R_3R2K1STxOWqabvX,,,,,35.5886,-77.1452,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,Maybe,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely true 9,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,59e7477e3e4b5a00016aa4d2
2024-04-03 15:44:57,2024-04-03 15:50:59,IP Address,68.7.214.61,100,362,True,2024-04-03 15:51:00,R_3kgMdvoP6G3d4ou,,,,,32.6065,-117.058,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,90,100,100,Completely true 9,," 4",Unsure 5," 7"," 6",Completely false 1,Unsure 5,Unsure 5,Completely true 9," 6",Completely false 1,Some 3,Some 3," 4",,2-year College Degree,none,5d8a64630ffb9c001746ca2c
2024-04-03 15:43:56,2024-04-03 15:51:01,IP Address,75.4.216.39,100,425,True,2024-04-03 15:51:02,R_5veNaRc0ThqABOp,,,,,34.0034,-84.4605,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,0,0,0,0,0," 2",," 2"," 2"," 2"," 2",Completely false 1,Unsure 5," 2"," 2"," 2",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5e307edef5abed05e1736185
2024-04-03 15:41:08,2024-04-03 15:51:09,IP Address,107.12.143.168,100,601,True,2024-04-03 15:51:10,R_5I5W0nBsGJSazsN,,,,,34.777,-77.3769,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,90,100,100,100,Completely true 9,,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1,Some 3,A lot 4," 4",,3- or 4-year College Degree,,6091ab55ea2e97910519f8e7
2024-04-03 15:41:33,2024-04-03 15:51:10,IP Address,174.215.20.10,100,577,True,2024-04-03 15:51:11,R_3AEJbOu3ccvxQSc,,,,,39.7388,-104.9868,anonymous,EN,I give my informed consent to participate in this study.," 2",TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,70,90,50,70,90," 7",," 4"," 7"," 6",Completely false 1,Completely false 1,Completely false 1," 2",Unsure 5,Unsure 5,Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,,65af6dcc988ae06a9240135e
2024-04-03 15:42:38,2024-04-03 15:51:13,IP Address,104.63.163.18,100,514,True,2024-04-03 15:51:13,R_3siXSB7D6hJBIt6,,,,,34.7386,-92.4231,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,10,50,10,0,10,Unsure 5,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,,5ce4150a8ea1c40019a7cebe
2024-04-03 15:41:44,2024-04-03 15:51:14,IP Address,173.42.121.22,100,570,True,2024-04-03 15:51:15,R_7thWnelGhca1HnO,,,,,35.118,-79.4514,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,40,30,30,10,10," 3",,Completely false 1," 3"," 3"," 2",Completely false 1,Unsure 5," 4"," 6"," 4",Completely false 1,A lot 4,A lot 4," 4",,High School / GED,Thank you.,5c28dd50da51990001e31d86
2024-04-03 15:41:13,2024-04-03 15:51:15,IP Address,202.182.76.42,100,601,True,2024-04-03 15:51:15,R_7hAua6WE9lio8e2,,,,,40.6737,-73.5336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,0,0,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,65c90144f9428763523012cb
2024-04-03 15:39:58,2024-04-03 15:51:18,IP Address,174.240.66.172,100,680,True,2024-04-03 15:51:18,R_2fba72G9mKQQYrD,,,,,28.6344,-81.6221,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,10,10,70,Completely true 9,,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,Some College,This was the most interesting survey yet.,65fb799d1bb244733095cf20
2024-04-03 15:44:20,2024-04-03 15:51:20,IP Address,207.5.49.223,100,419,True,2024-04-03 15:51:20,R_55F2ZB1Ys12IgeZ,,,,,32.4301,-80.6694,anonymous,EN,I give my informed consent to participate in this study.," 2",TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,50,60,50,50," 6",,Unsure 5," 6"," 6",Completely false 1,Unsure 5,Unsure 5," 4"," 6"," 4",Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,None,652006858bb3d4e2d080c759
2024-04-03 15:39:19,2024-04-03 15:51:22,IP Address,172.59.107.165,100,723,True,2024-04-03 15:51:23,R_20kJG4q7mlGyP7M,,,,,29.9353,-90.074,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,60,50,40,60,30," 6",," 2",Unsure 5," 3",Unsure 5,Completely false 1,Unsure 5," 3",Unsure 5,Unsure 5,Unsure 5,Some 3,Some 3," 3",,2-year College Degree,,5ec00f62cf12be40ea6fe344
2024-04-03 15:46:58,2024-04-03 15:51:27,IP Address,12.165.121.135,100,269,True,2024-04-03 15:51:27,R_7T7TQzMMsSyRdDz,,,,,33.9197,-86.4853,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,90,100,100,70,90,Completely true 9,,Unsure 5,Completely true 9,Completely true 9," 7",Completely false 1,Completely true 9,Unsure 5,Completely true 9,Unsure 5,Completely false 1,Some 3,Some 3," 2",,High School / GED,,65fdce6fc1a48379ebe81fc3
2024-04-03 15:45:26,2024-04-03 15:51:33,IP Address,98.62.185.128,100,367,True,2024-04-03 15:51:33,R_2lMJ4D3IYezjf0D,,,,,33.9721,-84.4406,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,60,80,20,20,30," 6",,Completely false 1,Completely false 1," 2"," 2",Completely false 1," 2"," 2"," 3"," 2",Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,65f45946f2b97b9d40761ce1
2024-04-03 15:36:08,2024-04-03 15:51:33,IP Address,107.127.60.12,100,925,True,2024-04-03 15:51:33,R_2nvFkLlJ59xOQcW,,,,,34.1057,-118.3286,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,50,40,50,40,40," 6",," 6"," 4"," 6"," 4"," 4"," 4"," 6"," 2"," 7"," 4",Some 3,Some 3," 4",,3- or 4-year College Degree,,654455ad0b76675379c66db4
2024-04-03 15:44:38,2024-04-03 15:51:33,IP Address,68.227.193.120,100,415,True,2024-04-03 15:51:34,R_6HAZfMvgy4DYxPE,,,,,41.874,-71.3844,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,70,60,80,80,80," 6",," 2",Completely false 1,Unsure 5,Unsure 5," 6",Unsure 5,Unsure 5," 3"," 3",Completely false 1,Some 3,Some 3," 3",,Master's Degree,n/a! Thanks :),631c8e97db06f601f81bd82f
2024-04-03 15:43:24,2024-04-03 15:51:38,IP Address,74.137.127.37,100,493,True,2024-04-03 15:51:38,R_2OeKadJEV5vsYOR,,,,,41.161,-80.6855,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,50,70,80,50,50," 6",,Completely false 1," 2",Completely false 1," 2",Completely false 1,Unsure 5," 2",Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5c01d3c509e9c70001500b10
2024-04-03 15:44:40,2024-04-03 15:51:41,IP Address,150.221.174.182,100,421,True,2024-04-03 15:51:42,R_607WO8wkXiajeQS,,,,,33.0326,-96.7859,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,10,0,0,10," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,those science questions were very easy. I didn't need to read all the information to be convinced.,62a889993e01c9e01ee7066e
2024-04-03 15:44:28,2024-04-03 15:51:46,IP Address,172.58.126.225,100,437,True,2024-04-03 15:51:47,R_7pWhPXYTjEAESUf,,,,,42.3888,-83.1895,anonymous,EN,I give my informed consent to participate in this study.," 2",FALSE,No,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,I thought atom was the smallest and most basic building block.,"These kill bacteria and viruses ",,,,,,,,,,90,50,80,40,90," 7",," 7"," 7"," 8",Unsure 5," 2"," 3"," 6"," 3"," 7",Unsure 5,Not much 2,Some 3," 3",,3- or 4-year College Degree,This was interesting to think about what is being hid from us.,65f6d8993df9f5cc02ff0a38
2024-04-03 15:42:58,2024-04-03 15:51:50,IP Address,73.6.21.15,100,531,True,2024-04-03 15:51:51,R_7pFb5s7dBeVOHjX,,,,,29.8973,-95.6463,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,10,10,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely true 9,Completely false 1,Unsure 5,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,63e52250d3c1483ed7be8ed8
2024-04-03 15:45:50,2024-04-03 15:51:51,IP Address,96.93.249.38,100,361,True,2024-04-03 15:51:52,R_1MDqHZzKY7gu9m7,,,,,45.0027,-93.4881,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,70,20,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5fa17ddeabc188288bde81c8
2024-04-03 15:44:22,2024-04-03 15:52:02,IP Address,24.127.8.181,100,459,True,2024-04-03 15:52:02,R_22LJyzYhkeoFmxv,,,,,42.3769,-82.9152,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,80,80,50," 8",,Completely false 1,Completely false 1," 6",Completely false 1,Completely false 1,Unsure 5,Completely true 9," 6",Completely false 1,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,65e14ceb873675f5079a6874
2024-04-03 15:44:26,2024-04-03 15:52:05,IP Address,184.97.233.104,100,459,True,2024-04-03 15:52:06,R_66bx6feOEl6fkj9,,,,,38.5423,-92.1529,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,"I'm a young earth Christian. I believe the Christian Bible (and outside sources) offers ample evidence that the earth is thousands of years old, not millions.",,,I do not believe in the heliocentric model of an earth spinning around a centralized sun.,,,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Unsure 5,Completely true 9,Completely false 1,Not at all 1,Not much 2,No confidence at all 1,,High School / GED,"Very interesting, thank you!",6584461360db3318b8baee08
2024-04-03 15:44:12,2024-04-03 15:52:07,IP Address,107.141.202.118,100,475,True,2024-04-03 15:52:08,R_1VlpNG8mHajZEwZ,,,,,34.4941,-92.5901,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,50,90,40,50,80,Completely true 9,,Unsure 5,Completely true 9," 6",Completely true 9,Completely false 1,Completely true 9,Unsure 5,Unsure 5,Completely true 9,Completely true 9,Not at all 1,Not much 2,No confidence at all 1,,High School / GED,,5af1c4dfaec2b600010a96c9
2024-04-03 15:40:22,2024-04-03 15:52:08,IP Address,172.59.187.88,100,705,True,2024-04-03 15:52:08,R_5g1qfD9Y96m0goq,,,,,41.779,-87.7789,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,20,80,40,10,60," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,"Professional Degree (JD, MD)",,570349aad4cf7f000f9473e8
2024-04-03 15:41:29,2024-04-03 15:52:23,IP Address,197.210.55.54,100,654,True,2024-04-03 15:52:24,R_59unE5GDFiTntqP,,,,,4.7731,7.0085,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,"I don't think the continent move rather it is the atmosphere ",I think that the gene both parent release should determine the sex of the baby,,,,,,,,60,90,60,70,80,Unsure 5,," 6",Unsure 5," 7",Unsure 5," 7",Unsure 5,Unsure 5,Completely true 9,Unsure 5," 3",Some 3,Not much 2," 3",,Master's Degree,None,66072f455093022e578a6ca6
2024-04-03 15:46:34,2024-04-03 15:52:33,IP Address,174.85.184.21,100,358,True,2024-04-03 15:52:33,R_5PfmJJ3f2LqqjpT,,,,,34.8287,-86.8889,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,There are some antibiotics that also kill viruses,,,,,,,,,,90,100,90,70,90,Completely true 9,," 2"," 8"," 7"," 2",Completely false 1," 8"," 7"," 6"," 6"," 2",Not much 2,Not much 2," 3",,High School / GED,,63474e67a5fd298c6103c409
2024-04-03 15:43:30,2024-04-03 15:52:42,IP Address,98.56.152.160,100,551,True,2024-04-03 15:52:42,R_6CD9Tgos8p1fMyX,,,,,38.6614,-121.2636,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,,,,,,,,,"Because it says that table salt is not made of calcium carbonate, so I clicked no.",,,70,80,80,60,80," 7",," 6"," 6"," 7"," 3",Unsure 5," 3"," 4"," 7",Unsure 5," 4",Some 3,Some 3," 3",,3- or 4-year College Degree,,656cb657db298e7230d7cba8
2024-04-03 15:44:22,2024-04-03 15:52:58,IP Address,24.74.100.23,100,515,True,2024-04-03 15:52:58,R_5kufhhS51vyhjuH,,,,,35.1046,-81.2168,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,No,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,I feel like the excerpt that was provided did not definitively state the answer.,,,,,,,30,60,60,20,60," 4",,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1," 4",Unsure 5," 3"," 6",Completely false 1,Not much 2,Some 3," 2",,Master's Degree,,65ef1b4257164ebb8e1db886
2024-04-03 15:44:14,2024-04-03 15:52:59,IP Address,172.101.207.201,100,524,True,2024-04-03 15:52:59,R_5y6Fpok45kg3CSJ,,,,,42.9709,-77.5821,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,70,20,50,20," 7",," 2"," 6"," 3",Completely false 1,Completely false 1," 4"," 3"," 7"," 4",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,High School / GED,,5a973b8235237b0001127686
2024-04-03 15:46:39,2024-04-03 15:53:04,IP Address,174.68.59.224,100,385,True,2024-04-03 15:53:05,R_5ou2geVVB7HwtPz,,,,,33.4656,-111.9956,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,90,90,40,60,80," 7",," 2"," 8",Completely true 9," 7"," 2"," 8",Unsure 5," 8",Completely true 9,Completely false 1,Some 3,Some 3," 3",,2-year College Degree,,5e121701dc79bd8a1a22ca99
2024-04-03 15:43:55,2024-04-03 15:53:05,IP Address,108.209.250.9,100,549,True,2024-04-03 15:53:05,R_5tsU1md5B0H6RH3,,,,,41.804,-87.707,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,80,50,50,100," 8",,Unsure 5," 8"," 7",Completely true 9,Completely false 1,Completely true 9," 6"," 2",Completely true 9,Completely false 1,Some 3,Some 3," 3",,High School / GED,,5e2bee472b21bb229e9e463e
2024-04-03 15:44:16,2024-04-03 15:53:06,IP Address,174.215.220.208,100,529,True,2024-04-03 15:53:06,R_5M4LHq7n3BMKmkd,,,,,43.1061,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,100,50,50,90,Unsure 5,,Unsure 5," 7",Unsure 5,Unsure 5,Completely false 1," 4"," 3"," 2",Unsure 5,Completely true 9,Some 3,Some 3," 2",,Some College,,6079ff1600ff2b7455e1c3e0
2024-04-03 15:44:12,2024-04-03 15:53:23,IP Address,73.168.101.252,100,551,True,2024-04-03 15:53:24,R_51yOR5KdaIip4jc,,,,,41.9025,-87.6726,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,60,30,30,40," 6",," 3",Unsure 5," 7",Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 3",,"Professional Degree (JD, MD)",,6110d9878a3bec3b5a040544
2024-04-03 15:41:37,2024-04-03 15:53:45,IP Address,202.182.64.19,100,727,True,2024-04-03 15:53:45,R_15WmYbygEpKvtEC,,,,,40.6737,-73.5336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,0,0,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,65c6bf93fb2634317b86a8d6
